,X,text,date,topic,sentiment
12,12,"mhj Professional House Movers, Furniture Movers, offic movers Dubai#mhjmovers.ae#furniture#movers#dubai#house#movers#dubai#office#movers#dubai#home#movers#dubai#removal#service#dubai

Dubai - United Arab Emirates
+971 56 692 6120 https://t.co/ZhrvLynn1M https://t.co/yD7sF2bx8x",2019-05-15,3,0.162018517460197
13,13,@pauldotm @James_Jeffrey @LyndsayFarlow To be fair Scott has said a bit about stewardship: https://t.co/IbFTPMC4u4,2019-05-15,1,0.172061800402921
14,14,"Trump Telecom Ban Takes Aim at China, Huawei https://t.co/ekwSTtoZRP

#china #htc #huawei #Xiaomi #mobile #android #google #wireless #4g #5g #lte https://t.co/YT5RzSlZSp",2019-05-15,1,-0.0661437827766148
15,15,@HbdNrx Unfortunately Huawei hardly has a choice but to sell its soul and ally with Google Android.,2019-05-16,4,0.145618389271814
16,16,you no if Google would have never made Android where would smartphones be today there would be no Samsung LG Motorola Huawei one plus so these companies owe their life to Google because they wouldn't be where they are today without them,2019-05-16,2,0
17,17,"@Brad_Setser There__ a number of non-US based android software/services vendors that do per-device customization and bringup that aren__ the device companies themselves, and can possibly get their own agreements with Google.  Now, I don__ know what this news means for them working w/ Huawei.",2019-05-16,4,0.0346687622640768
18,18,Can the Trump adminstration prevent Huawei from using the Android Open Source Project (AOSP) -- either in theory or in practice? Is Google legally obligated to prevent them from doing so? https://t.co/ebdqL5bVcH,2019-05-16,4,0.0195381682633415
19,19,"__ith this listing, Google would be barred from exporting Android to Huawei. The chips in the phones are also made by U.S. companies, which would need waivers to sell to Huawei._ THIS IS GOING NUCLEAR 

https://t.co/BP0fDzIGRT",2019-05-16,4,-0.26086229694639
20,20,"""With this listing, Google would be barred from exporting Android to Huawei unless it got a waiver from the Commerce Department. The chips in the phones are also made by U.S. companies, which would need waivers to sell to Huawei, the official said."" https://t.co/KI8AOOk2P7",2019-05-16,2,-0.112745909955263
21,21,"@ava @IlhanMN It's truly ashame that so many people are so uneducated still in today's world regarding the very moment of their own existence as a human. Life does infact begin at the time conception being termed as CONCEIVED, to originate from, create and evolve=https://t.co/nV9YaWq4BY",2019-05-16,3,0.0454944512472088
22,22,"Olerai House contacts for more information: 

Moi North Lake Road, Naivasha https://t.co/uHpeHtet5e",2019-05-16,3,0.18
23,23,"And this is the most artful piece about the abstract concept of perspectivity I've ever seen
https://t.co/6Wu7YUKyHn",2019-05-16,4,0.087287156094397
24,24,"Here is a trade war disaster in the making : https://t.co/RjLGqohKpo. Trump's arrogant, unilateral move here would make the Android O/S off-limits to Huawei. This will NOT stop Huawei, but WILL cause needless disruption to telecommunications. Google -- SPEAK UP!",2019-05-16,2,-0.358901176102476
25,25,[Update: New details] Google and Huawei may pay up to $400 to owners of bootlooping Nexus 6P https://t.co/zUWbGNfmIc #tech #android,2019-05-16,1,0.149240501448927
26,26,[Update: New details] Google and Huawei may pay up to $400 to owners of bootlooping Nexus 6P https://t.co/T6WTXXwMnc #android,2019-05-16,4,0.149240501448927
27,27,"Since American companies dominate semiconductors, that could smother Huawei__ production of everything from 5G base stations to mobile phones. 

It may not even be able to use Google__ Android, the most popular operating system globally for smartphones.",2019-05-16,2,0.106066017177982
28,28,"2. It requires any US company that wants to supply Huawei to first ask the US government for permission. This has obvious implications for Google's Android operating system, Qualcomm chips and a myriad of other suppliers",2019-05-16,1,0.0235702260395516
29,29,"Cleaning company in Dammam Middle East

 Hospital Street, Adama, Dammam 32242
 055 160 6299 https://t.co/bg4NTlfmS1",2019-05-16,3,0.154919333848297
30,30,"""It may not even be able to use Google__ Android, the most popular operating system globally for smartphones. "" https://t.co/wdWV0OC1kY via @bpolitics",2019-05-16,1,0.106066017177982
31,31,The other thing is that Huawei phones use the Google Android operating system which is hugely American. If you force Huawei into a national disconnect they will create their own software and Silicon Valley will lose a huge market!!!,2019-05-16,2,-0.111930376086695
32,32,@garyvee Is at night this side 01:27 am : south Africa : https://t.co/BoUKDSjXtw,2019-05-16,1,0
33,33,This song is officially BIG : https://t.co/BoUKDSjXtw,2019-05-16,4,0.0833333333333333
34,34,"LINK WORTH FOLLOWING

https://t.co/BoUKDSByl4 https://t.co/poCvqXcHYj",2019-05-16,1,0.226133508433323
35,35,"With the whole Huawei fiasco: Chinese or US #infrastructure? Data #privacy isn't really available anywhere. Even for American companies, this is a backset concern.

New post on Opine. #politics #tech #telecom #business
iOS: https://t.co/BYQxRt8VVh
Android: https://t.co/5VTNTVNNdq",2019-05-16,1,-0.0230639452948436
36,36,@Ian56789 Except Huawei runs on android and has google well integrated.,2019-05-16,1,0.422115882408869
37,37,"@drisaudi Well, if you don't like Samsung, there's still other companies like Google, Huawei, LG, Moto, OnePlus, etc.
Android is great because of CHOICE. 
Totally gonna switch to an Android.",2019-05-16,2,0.18532842324463
38,38,"@ReutersBiz @Huawei Justin ""Piper""
Claris Works 
Google Earth
Google Drive
Google Cloud
Google Pixel 1,2,3,3a
Google G Suite = Justin G Piper
GoogleIO
Microsoft ""AZURE""
Android ""P"" now known as Android 9 ""Pie""
Summit
Pixel Slate
Sierra
IphoneX ms Max",2019-05-16,3,0
39,39,"Beyond the infrastructure angle it's hard to see how the US government could restrict Huawei use of open-source Android. However, removing access to Play Store and Google services just as effective outside China.. https://t.co/S4iTKj0ODv",2019-05-16,2,-0.0405337343650096
40,40,"@fey_photeine @Adhomines @SkyNews #Huawei builds the hardware, but the OS (Android) is done by Google, a ____ #US company.

In fact, both Apple and Huawei build their devices at a factory in ____ #China - the same factory (Foxconn), in fact !",2019-05-16,1,0.0111803398874989
41,41,"The U.S. blacklists @Huawei, placing it on the ""Entity List"" which restricts its access to critical hardware and software tech from @Intel, @Qualcomm, @Microsoft, and @Google that could greatly impact its $52 billion consumer business (#Android smartphones, #Windows laptops...)",2019-05-17,1,-0.160128153805087
42,42,@realDonaldTrump shoots @Huawei &amp; hit @Qualcomm @Broadcom report @FT How about @Google who supply the #android @OS? Will someone PLEASE stop this crazed man who discovered #NationalSecurityThreat HE IS THE NATIONAL &amp; ECONOMIC THREAT TO THE WORLD!!! @SpeakerPelosi ANYONE?,2019-05-17,1,-0.124561141036351
43,43,"@Reuters @Huawei @KensingtonRoyal Justin ""Piper""
Claris Works 
Google Earth
Google Drive
Google Cloud
Google Pixel 1,2,3,3a
Google G Suite = Justin G Piper
GoogleIO
Microsoft ""AZURE""
Android ""P"" now known as Android 9 ""Pie""
Summit
Pixel Slate
Sierra
IphoneX ms Max",2019-05-17,3,0
44,44,"MR Best furniture movers, Office Movers and s in abu dhabi
#movers#s#abu Dhabi
Abu Dhabi - United Arab Emirates
+971 54 326 7424 https://t.co/dh44825in7 https://t.co/AyGOXf43wI",2019-05-17,3,0.182574185835055
45,45,"@JackPosobiec Huawei's system is supported by Android,so u mean google is getting your location tooï¼",2019-05-17,1,0.1875
46,46,"Exports ban might prevent #Huawei from licensing #Android.

#Telecommunications #Phone #mobile #google #Iphone #samsung",2019-05-17,2,-0.132582521472478
47,47,"@xcsdfh112 @JackPosobiec That actually applies to all android phones, it's so easy to hack in to the google services via bluetooth with blueborne vunerability, all you need to know is how to code and know linux, but yeah there is a reason why Huawei is banned in the US.",2019-05-17,1,-0.0857142857142857
48,48,"Huawei__ chip unit says it prepared years ago for doomsday scenario of US tech ban https://t.co/LfZG6Gq2jv

#china #htc #huawei #Xiaomi #mobile #android #google #wireless #4g #5g #lte https://t.co/m7G6aNx9JA",2019-05-17,1,-0.0400320384512718
49,49,"Huawei bought $70 billion worth of components and parts last year from 13,000 suppliers. 

Of that, about $11 billion was spent on products from US businesses, including chips from Qualcomm and Broadcom, as well as Microsoft software and Google's Android https://t.co/XB3UfuQinO",2019-05-17,1,0.213233332328212
50,50,"@OzApostate @Huawei @OxfordEconomics @Snowden Every single company put these backdoors in. Even Apple who said they didn__ but found out they did. Google gave the NSA backdoor access to android, this only matters because it__ a Chinese company and Trump is having a tantrum against them.",2019-05-17,4,0.120711001076319
51,51,"__Android Application Development Company__
.
.
____more..__https://t.co/ZExd6t9fgz
.
.
.
#android #iphone #ios #samsung #apple #smartphone #technology #tech #mobile #s #google #plus #xiaomi #app #oppo #instagood #oneplus #huawei #phone #vivo #galaxys #like #java #programming https://t.co/TiTDtqqlPf",2019-05-17,2,0.0188982236504614
52,52,"@g_i_r_l_s_s Needle and thread for sewing kits

King Fahd, Riyadh 12262_3425
011 453 0580 https://t.co/PzBtWHW6zH",2019-05-17,3,0.0223606797749979
53,53,"@g_i_r_l_s_s Yad gallery for all Sewing

King Fahad Branch Rd, Ad Dirah, Riyadh 12633
011 411 3751 https://t.co/wk5kDYLoCG",2019-05-17,3,0.0208514414057075
54,54,"@CNN Faked news. without Huawei, Qualcomm will sell more ICs and Apple will sell more phones. Google android is already free and huawei didn__ pay google anything. The communist party government actually forced google out of China.",2019-05-17,2,-0.203904331636463
55,55,"Google, Android and Huawei, best combination, value for money. __ https://t.co/LaPzgTDOZB",2019-05-17,1,0.183333333333333
56,56,"Huawei bought $70 billion worth of components and parts last year from 13,000 suppliers. 

Of that, about $11 billion was spent on products from US businesses, including chips from Qualcomm and Broadcom, as well as Microsoft software and Google's Android https://t.co/dq2MuT7QB3",2019-05-17,1,0.21152622413845
57,57,"Huawei__ day of reckoning arrives _ will its preparations pay off? https://t.co/5UBX95cBHj

#china #htc #huawei #Xiaomi #mobile #android #google #wireless #4g #5g #lte https://t.co/lIgOpE5ZJF",2019-05-17,2,0.0114658479786572
58,58,"Which kind of phone would you want to be foldable?
#newtech #iphone #cellphone #mac #socialmedia #Samsung #android #huawei #google #LG #HTC #sony #oneplus https://t.co/OGQ1JOj1AD",2019-05-17,3,0
59,59,A major issue for users of Huawei smartphones is access to Google operating system. Presumably Huawei smartphones won__ be able to receive Android updates from Google.  https://t.co/E7LtywfZD4,2019-05-18,2,-0.00533972595001606
60,60,"#Huawei bought $70 billion worth of components and parts last year from 13,000 suppliers. 

Of that, about $11 billion was spent on products from #US businesses, including chips from Qualcomm and Broadcom, as well as #Microsoft software and #Google's #Android",2019-05-18,1,0.223253175473055
61,61,à¸__à¸²à¸§à¸_¸µà¹__à¸±à_à¸_¸±à¸__à¸¥à_à¸ à¸_¸´à¸_¸§à¹_¸²à¸__à¸§à_à¹à¸_¸¥à¸µà_à¸¢à_à¸__à¸²à¸¢à¸__à¸§à_à¹_¸£à¸_¸­à¸²à_à¸¢à¸²à¸__à¸´à_à¸_à¹_¸­à¸ à¹__à¹__à¹_¸²à¸_¸³à¹__à¹__à¸µà_ Google à¸¸°à¹à¸_¸·à¸_à¹__à¹__ Chinese tech giant Huawei has developed its own operating system as a 'plan B' in case it's barred by the US government from using Google and Microsoft products https://t.co/kCTYFWvD2K,2019-05-18,1,-0.171498585142509
62,62,"Did you buy a Nexus 6P? You could be due compensation from Google and Huawei: Reviews, News, CPU, GPU, Articles, Columns, Other __r_ search relation. Accessory, AMD, Android, Apple, ARM, Audio, Bay Trail, Business, Cannon Lake, Charts, Chinese Tech,_ https://t.co/6nSg5rjoE4",2019-05-18,3,-0.0229415733870562
63,63,"Huawei also has been working to reduce its reliance on U.S. suppliers. It now makes many of its own advanced chips and has developed an operating system for its smartphones, which currently run on Google__ Android system https://t.co/KnKPkEDOg3",2019-05-18,1,0.118172018986102
64,64,"@marcorubio @TheEconomist Google shouldn't offer Android for Huawei, making Huawei become strong to threaten our country and the democratic countries. @realDonaldTrump 
@VP",2019-05-18,4,-0.0391311896062463
65,65,"Huawei bought $70 billion worth of components and parts last year from 13,000 suppliers. 

Of that, about $11 billion was spent on products from US businesses, including chips from Qualcomm and Broadcom, as well as Microsoft software and Google's Android https://t.co/TcmYXaIyNU",2019-05-18,1,0.21502799492486
66,66,Source of image : https://t.co/Vgt4Q8lB0Z https://t.co/TNFDRZBmHD,2019-05-18,4,0
67,67,Google's ban on Huawei is really a disaster.,2019-05-18,4,-0.345
68,68,"FDC urges  President Trump  to ban Google android operating system licensing to Huawei.
https://t.co/cm7Hsg24Vb",2019-05-18,1,-0.0832050294337844
69,69,FDC urges  President Trump  to ban Google android operating system licensing to Huawei. https://t.co/rWJ1pg95nW,2019-05-18,1,-0.0832050294337844
70,70,Switching from iOS to Android Pie starting today with my brand new Huawei P Smart Z as a successor to an iPhone 7 Plus. Really pleased so far with Google Assistant and Google Photos. Still looking for good resources for learning Android tricks...,2019-05-18,1,0.446559701736114
71,71,"@Sachin_Dz @bvipzb @MKBHD Android ""skins"" are the ones who are fragmented... Not Android as whole. Android has it's own ecosystem and its Google's. Huawei have theirs, same with Samsung. When we say Android, we don't use Skins here... Also, hahah... If you will say that then not even Android One is stock",2019-05-18,2,-0.0247435829652697
72,72,@Sachin_Dz @bvipzb @MKBHD Fragmented when other OEMs come into game. Use Google when we talk Android. It's not same when you use Samsung Android and Huawei Android compared to Stock Android. Stock Android is like iOS. Controlled by Google. OneUI is for example controlled by Samsung and Google and carriers,2019-05-18,4,-0.00293458176018549
73,73,"Huawei bought $70 billion worth of components and parts last year from 13,000 suppliers. 

Of that, about $11 billion was spent on products from US businesses, including chips from Qualcomm and Broadcom, as well as Microsoft software and Google's Android https://t.co/I5rdVntmX1",2019-05-19,1,0.213233332328212
74,74,"@mayo_rob It's quite small but great food and drinks. Standing only and very social.
https://t.co/OeNiT0JYJN",2019-05-19,3,0.289348405905407
75,75,"Pixel do have good camera and with google assistant and all google servis tht u can get.. 
But huawei got best processor.. 
EMUI.  I like itt - screen recorder, health app,  all many more. 
Well,  this is what vanilla android means huh. 
I still need to adjust myself . https://t.co/e4neDstJtJ",2019-05-19,2,0.186435899746367
76,76,"@LifeisSavage @physioandrew Adelphi/Andrew Seymour Physiotherapy and Pilates

127 Main Rd, Sea Point, Cape Town, 8060
021 439 6742 https://t.co/5Ntmq2IQlp",2019-05-19,2,0.0917662935482247
77,77,"My dream phone would be

5g A13 bionic chip,
Galaxy S10+ display Huawei P30 camera,
Asus Zenfone 6 Battery,
Google pixel 3 camera software,
Samsung android v9 one UI,
Iphone XS stereo speakers https://t.co/19mZf0y0l6",2019-05-19,3,-0.131519189844286
78,78,"Huawei Technologies bought $70 billion worth of components and parts last year from 13,000 suppliers.
Of that, about $11 billion was spent on products from US businesses, including chips from Qualcomm and Broadcom, as well as Microsoft software and Google's Android",2019-05-19,1,0.21900628679223
79,79,"If I ever switch brands again, it__ more likely be either Google or Samsung. Yes, other Android brands like OnePlus, Huawei, Xiaomi, and Oppo are releasing phones with some crazy novelties, but for the most part I don__ trust their software and I find those features gimmicky.",2019-05-19,2,0.0744181979210608
80,80,Prove libere #android #mate #huawei #mate20pro #google #tech #instatech #nerd #nerdtime #techtime #instanerd #device #smartphone https://t.co/nColdgY0Ai,2019-05-19,4,0.611010092660779
81,81,"Win the top-rated Android phone throughout the month of May

Which phone is it going to be

Samsung Galaxy S10 Plus
Samsung Galaxy S10e
Google Pixel 3
Google Pixel 3 XL
Huawei P30 Pro
Samsung Galaxy Note 9
OnePlus 6T
Honor View 20

Best Phone Giveaway
https://t.co/HaBHqe3OGg",2019-05-19,3,0.607142857142857
82,82,Can I swim with my phone? What does waterproof actually mean? Which phones are the most waterproof? We answer all in our new guide to waterproof phones: https://t.co/7jFajhPLxF : #waterproofing #samsung #apple #huawei #google #sony #tech #techy #android #iphone https://t.co/3lzDRTQNNd,2019-05-19,3,0.271800196002544
83,83,"https://t.co/DKBCKbfjbh
If it is true,then its bad__
America and China trade fight heating up__",2019-05-19,3,-0.530330085889911
84,84,"Google 'restricts Huawei's use of Android' - See Full &gt;&gt; https://t.co/W1ns5uXOhv
.
.
#technology #techno #tech #games #technews #technopreneur #techlife #techstartup #techouse #technolove #techgame #technologies #technolife #techgeek #techaddict #technolovers https://t.co/ahQZWBZv2L",2019-05-19,1,0.00727392967453308
85,85,"Well _@Google_ goodbye and thank you for all the fish 
Let__ go _@DuckDuckGo_
https://t.co/SRyDDyhYji
Google __locks Huawei access to Android updates_ after blacklisting | Huawei | The Guardian https://t.co/m0a8D6reLY",2019-05-19,2,0.233333333333333
86,86,"Google and Android dominance is going down pretty bad!
#Huawei #Google #Android #US",2019-05-19,2,0
87,87,"Google pulls Huawei__ Android license, forcing it to use open source version https://t.co/ZDT8o2BTc6",2019-05-19,4,0
88,88,Google pulls Huawei__ Android license https://t.co/kcGa80a4qd,2019-05-19,4,0
89,89,"Google pulls Huawei__ Android license, forcing it to use open source version - The Verge https://t.co/0871b0rbef",2019-05-19,4,0
90,90,Welcome to AOSP World __ https://t.co/hjadeL8WyQ,2019-05-19,3,0.166666666666667
91,91,"Have to see how Huawei n China responds to it? considering the fact that most of Android n other phones are manufactured in China.

Could it be a push to develop it's own operating system to China?

@zlj517 #Huawei #ChinaUS #Google #Android https://t.co/3X39TZeAFB",2019-05-19,1,0.00693375245281536
92,92,Trump __ https://t.co/pf7nfQOe3Y,2019-05-19,1,-0.0377964473009227
93,93,Report Claims Google Could Be Pulling Huawei's Android License https://t.co/N8cJEdw5nC via @gizmodo,2019-05-19,4,0
94,94,Google 'restricts Huawei's use of Android' https://t.co/Kfa1WfuROx https://t.co/090DmPfKZ1,2019-05-19,4,0
95,95,"This, I think, could be way more significant that previous action against Huawei and infrastructure projects. https://t.co/AbdirhOKwa via @theage",2019-05-19,3,0.08125
96,96,Err... WTF? I sure hope I get to be able go online after this: Google 'blocks Huawei access to Android updates' after blacklisting https://t.co/oYnllO82kS,2019-05-19,1,-0.441165159458545
97,97,Google 'restricts Huawei's use of Android' https://t.co/hfWzmMOsdM https://t.co/rEIaz0coLm,2019-05-19,1,0
98,98,"Google rompe con Huawei dopo bando Trump. Stop ad aggiornamenti Android e a Play Store, YouTube e Gmail | #ANSA https://t.co/d0klFt7kNW",2019-05-19,2,-0.113284234855718
99,99,"Huawei Smartphones Will Lose Google Android Software And Services, Reports Claim https://t.co/yw77s0pCLe",2019-05-19,1,-0.0606339062590832
100,100,Google reportedly severed Huawei's access to key Android apps and services https://t.co/7jyG9ZlpFp,2019-05-19,2,0
101,101,"Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/bAGW6SJleB",2019-05-19,2,-0.2
102,102,"WTF???? #Google pulls Android support from #Huawei_ I__ baffled! 

https://t.co/CMZRdqL0Ub",2019-05-19,4,-0.345118446353109
103,103,Huawei has immediately lost access to Android and Google https://t.co/GRsLEu22Us,2019-05-19,2,-0.200445931434318
104,104,"HUAWEI BANNED | Google banned Chinese tech giant Huawei Technologies from having access to Google Services, including Android. This will affect all of Huawei's Android devices.

This is just the first of many Chinese tech brands subject for ban. Many... https://t.co/2LxAMdY21u",2019-05-19,1,-0.0956449848214347
105,105,"Huawei has immediately lost access to Android and Google

https://t.co/hDjVUjO0mf",2019-05-19,2,-0.200445931434318
106,106,"Embattled Huawei's devices to lose access to Google services, Android updates after Trump blacklist https://t.co/ptLoFVQ3Pf",2019-05-19,2,-0.263828093951146
107,107,"Google pulls Huawei__ Android license!

Huawei is on the __ntity List._ This is a list of companies that can__ buy technology from US companies without the government__ approval. https://t.co/96Srn0XgLj",2019-05-19,2,0.041702882811415
108,108,Google suspending Huawei Android support is just going to result in Huawei coming up with a better OS.,2019-05-19,2,0.306412938514171
109,109,"Chinese tech giant Huawei has developed its own operating system as a 'plan B' in case it's barred by the US government from using Google and Microsoft products

https://t.co/m5EedfpH9I",2019-05-19,1,-0.171498585142509
110,110,"BBC News - Google 'restricts Huawei's use of Android' https://t.co/1MkNSLtR95

à¸_¸±à¸__à¸_¸´à¸_¸£à¸°à_à¸±à_à¹_¸¥à¸",2019-05-19,1,0
111,111,"Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/igQv9lV9XE",2019-05-19,2,-0.194028500029066
112,112,"Google pulls Huawei__ Android license, forcing it to use open source version https://t.co/cqggcutnMw https://t.co/FikNuJjbF0",2019-05-19,4,0
113,113,Google pulls Huawei__ Android license - The Verge https://t.co/GgwIFJ8XSR,2019-05-19,4,0
114,114,"TechJuice: Breaking News: Huawei loses access to Android and Google, effective immediately.
https://t.co/cYblke0gPK",2019-05-19,2,-0.115470053837925
115,115,Google reportedly severed Huawei's access to key Android apps and services https://t.co/RhfSNQN4Ts (@mashable),2019-05-19,2,0
116,116,"Google reportedly severed Huawei's access to key Android apps and services https://t.co/HGQwDPg5do 

Be nervous if you're a Huawei customer.

Google has reportedly stopped doing business with the Chinese tech company behind the P-series and Mate-series smartphones. Functionally_",2019-05-19,2,-0.0368342212562313
117,117,BBC News - Google 'restricts Huawei's use of Android' https://t.co/27yzSXew8M,2019-05-19,1,0
118,118,Google reportedly severed Huawei's access to key Android apps and_services https://t.co/sDnaaOy1fV https://t.co/PC6gkeVK6E,2019-05-19,2,0
119,119,Huawei Technologies will immediately lose access to updates for the Android operating system while the next version of its smartphones outside China will lose access to popular applications and services including the Google Play store and the Gmail app.,2019-05-19,2,0.0960768922830523
120,120,RIP Huawei https://t.co/zF3Jz3Jcyo,2019-05-19,4,-0.0883883476483184
121,121,"(Market Watch) #Google revokes #Huawei's Android license: reports : Alphabet Inc.'s Google has revoked Huawei Technologies Inc.'s Android license, Reuters reported Sunday, in a move that could cripple the Chinese tech giant's smartphone business. The .. https://t.co/GmP3hEzewt",2019-05-19,1,-0.0422577127364258
122,122,"__The pressure too much huh??
Clap back already @HuaweiMobile  
Been preparing for this long enough. 

https://t.co/45X1XIOxD0",2019-05-19,3,-0.372677996249965
123,123,"Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/Nlry5Ez9kz",2019-05-19,2,-0.194028500029066
124,124,"__he move means Huawei will only be able to use the public, open-source version of Android, meaning it won't be able to offer Google's apps or its Play Store._

(Other than that, they__l be fine.) https://t.co/eTHJhBF687",2019-05-19,2,0.0234260642832909
125,125,"Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/PiXB9dk6WI",2019-05-19,2,-0.00845154254728516
126,126,Google 'blocks Huawei access to Android updates' after blacklisting https://t.co/L4N0Q6kvlR,2019-05-19,2,0
127,127,"Google suspends Huawei's Android license after Trump blacklist: Source , #andriod #news #tech #digital",2019-05-19,1,-0.0277350098112615
128,128,"Google is ending some business ties with Huawei, meaning the Chinese company will only be able to access the public version of Android and will lose access to Gmail https://t.co/VtFMilc8vY https://t.co/fK98ph3ORv",2019-05-19,2,-0.00790569415042095
129,129,"I think future Huawei phones will come without google apps and play store out of the box. But it can still use Android OS and patch its own OS version. Also, users might still be able to sideload these apps. https://t.co/pt1oc4DSlG",2019-05-19,2,0
130,130,"Mukhang magiPhone muna ako ulit. :(

Huawei has immediately lost access to Android and Google - Android Authority
https://t.co/hEzWULOPw7",2019-05-19,1,-0.0322748612183951
131,131,"Report: Google to cease business w/ Huawei, pull Play Store, Google apps, Android updates https://t.co/DppdkSo4Ex",2019-05-19,2,0
132,132,Rip huawei user.. https://t.co/ByadvkyFJj,2019-05-19,2,-0.0721687836487032
133,133,"@TomTugendhat @TheaDickinson @Google It will be painful for Huawei but they will find a work around. Taking Android from Google and installing it on their products is complex, they will have an experienced SW team today, they still have access to public versions, they will have expected this and likely have a plan B",2019-05-19,2,0.0767566039805741
134,134,"Google has stopped doing business with the Chinese tech company behind the Pseries and Mateseries smartphones.The revoked Android license means delayed Google updates and,for Huawei's future devices, no access to apps like Gmail or the Play Store. https://t.co/tzF502VJed",2019-05-19,2,-0.120214339190448
135,135,"Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/r3ywUbBTzv",2019-05-19,2,-0.2
136,136,Google reportedly severed Huawei's access to key Android apps and services https://t.co/YHpXB8JeAs,2019-05-19,2,0
137,137,Google 'restricts Huawei's use of Android' https://t.co/PP8O57f3kq,2019-05-19,2,0
138,138,Google 'restricts Huawei's use of Android' https://t.co/OYRGKVGIUd,2019-05-19,1,0
139,139,"Google Halts Some Business with Huawei, May Pull Play Store https://t.co/ovwGYg92by via @tomsguide",2019-05-19,2,0
140,140,Google 'restricts Huawei's use of Android' https://t.co/6UIwcsfgKr,2019-05-19,4,0
141,141,Google reportedly severed Huawei's access to key Android apps and services https://t.co/7Gv2UC4LRD https://t.co/1vNZ9NzRlj,2019-05-19,2,0
142,142,*BREAKING* Google revokes Huawei's Android license: reports https://t.co/OnGZk3A2fD #finance https://t.co/PEnxcnwzAA,2019-05-19,1,-0.14142135623731
143,143,@RedskullPro What does this Google incident mean for Huawei? How can they continue to make phones if they cannot use Android,2019-05-19,2,0.0160683602522959
144,144,Google 'restricts Huawei's use of Android' - BBC News https://t.co/vzUDMa0gwx,2019-05-19,1,0
145,145,Huawei has immediately lost access to Android and Google https://t.co/fESPc1eKZ1,2019-05-19,2,-0.200445931434318
146,146,Google pulls Huawei__ Android license https://t.co/QTCsST6IVA,2019-05-19,2,0
147,147,Google 'restricts Huawei's use of Android' https://t.co/WQL7tAFb4l,2019-05-19,1,0
148,148,Google reportedly severed Huawei's access to key Android apps and services https://t.co/bY6K1cg8MU,2019-05-19,2,0
149,149,"Google 'blocks Huawei access to Android updates' after blacklisting

https://t.co/Qz2Frpvv7U",2019-05-19,2,0
150,150,"Google suspends Huawei's Android license, restricted to using AOSP https://t.co/KFpIm9BvQJ",2019-05-19,4,-0.133630620956212
151,151,"Breaking News: Huawei loses access to Android and Google, effective immediately https://t.co/d1RedD1T55",2019-05-19,2,-0.194028500029066
