Country,Country code,X,Y,Airline,Notice
Cape Verde,CPV,-23.624781,15.083715,Cabo Verde Airlines,"Cabo Verde Airlines resumes services Sal-Lisbon from 18JUN21, Sal-Paris CDG at end JUN21."
Cape Verde,CPV,-23.624781,15.083715,Cabo Verde Airlines,Cabo Verde Airlines cancels all flights
Canada,CAN,-102.46617,58.040219,Flair Airlines,"Canada's Flair debuts MAX 8, eyes MAX 200 and IPO"
Canada,CAN,-102.46617,58.040219,WestJet,WestJet Adding Calgary-Amsterdam in August: London Gatwick Resumes in Jul-21
Canada,CAN,-102.46617,58.040219,Air Canada,Air Canada Begins Upward Trend Towards Recovery
Canada,CAN,-102.46617,58.040219,Swoop,Canadian Airline Swoop To Offer Edmonton Flights From San Diego
Canada,CAN,-102.46617,58.040219,Flair Airlines,low-cost airline Flair announces non-stop service to Vancouver and Toronto
Canada,CAN,-102.46617,58.040219,Air Canada,"Air Canada Inaugurates New Service from Montreal to Cairo, Egypt"
Canada,CAN,-102.46617,58.040219,Air Canada,Air Canada will resume non-stop flights from Nanaimo to Calgary on 2 July and to Toronto on 4 July
Canada,CAN,-102.46617,58.040219,Air Canada,Air Canada will resume flights from Calgary to Yellowknife on 30 June
Canada,CAN,-102.46617,58.040219,Air Canada,AC considering Belgrade service
Canada,CAN,-102.46617,58.040219,Sunwing,The Canadian Sunwing resumes flights to Punta Cana from 31JUL21
Canada,CAN,-102.46617,58.040219,Porter Airlines,Porter Airlines to Restart Operations on September 8
Canada,CAN,-102.46617,58.040219,Air Canada,Air Canada Resumes 17 International Routes A Pandemic Recovery Continues
Canada,CAN,-102.46617,58.040219,Flair Airlines,Flair Airlines Launches Low Cost Flights To The United States
Canada,CAN,-102.46617,58.040219,Air Canada,
Canary Islands,ESP,-16.549663,28.283759,,
Central African Republic,CAF,20.935595,7.003721,,
Chagos Archipelagio,IOT,72.459611,-7.40237,,
Chile,CHL,-71.21981,-35.226443,LATAM,LATAM Colombia Recovers Its Schedule to 100%
Chile,CHL,-71.21981,-35.226443,LATAM,LATAM Brasil moves three routes from Congonhas to Guarulhos
Chile,CHL,-71.21981,-35.226443,LATAM,LATAM and Aeromexico introduce the IATA Travel Pass on international routes
Chile,CHL,-71.21981,-35.226443,LATAM,LATAM Implements a Pilot Health Passport on International Routes from Lima and Santiago
Chile,CHL,-71.21981,-35.226443,LATAM,LATAM Airlines will increase flights between Asuncion and Santiago from 01JUL21
Chile,CHL,-71.21981,-35.226443,LATAM,"LATAM Airlines Group creditors seek to sue Qatar, Delta"
Chile,CHL,-71.21981,-35.226443,LATAM,"Argentina, Brazil, Chile: LATAM Airlines cancels, limits passengers on some flights"
China,CHN,104.140337,32.309904,China Airlines,Taiwan to quarantine all pilots of largest airline amid COVID-19 outbreak.
China,CHN,104.140337,32.309904,China Airlines,"China Airlines adds flights to California in July, August"
China,CHN,104.140337,32.309904,China Airlines,CAL eyes a return to normal schedule after infection hit
China/India,"CHN, IND",79.333961,32.875909,,
Christmas Island,CXR,105.637062,-10.485213,,
Clipperton Island,PYF,-109.21719,10.303389,,
Cocos (Keeling) Islands,CCK,96.829094,-12.18439,,
Colombia,COL,-73.079481,3.904939,Viva,The Colombian carrier Viva Sets Goal For Colombia To Argentina Flight Launch
Colombia,COL,-73.079481,3.904939,Avianca,Avianca adds new flights between Central America and the United States
Colombia,COL,-73.079481,3.904939,Avianca,Avianca Inaugurates Ontario ‚Äì San Salvador Operations
Colombia,COL,-73.079481,3.904939,Avianca,Avianca Holdings negotiates possible withdrawal of the ATR-72 to operate only jets
Comoros,COM,43.354136,-11.66225,,
Congo,COG,15.221024,-0.840003,,
Croatia,HRV,17.958746,45.451704,Croatia Airlines,Croatia Airlines launch new Prague-Split flights
Cura√ßao,CUW,-69.056155,12.230503,,
Czechia,CZE,15.331513,49.73914,Smartwings,Czech airline Smartwings sues Boeing in Seattle over 737 MAX losses
Dekelia,xUK,33.789214,35.01813,,
Democratic Republic of the Congo,COD,23.655976,-2.876871,,
Denmark,DNK,9.357947,56.264252,Transavia France,Transavia France to expand at Stockholm Arlanda with new direct route to Paris Orly
Dominica,DMA,-61.350113,15.434742,,
Ecuador,ECU,-78.370318,-1.447653,Galapagos Airways,Ecuador's Galapagos Airways eyes domestic schedules
Egypt,EGY,29.776611,26.5826,EgyptAir,EgyptAir offers discounts on internal flight tickets
Egypt,EGY,29.776611,26.5826,EgyptAir,EgyptAir's Cairo-Guangzhou to be suspended for two weeks
Egypt,EGY,29.776611,26.5826,EgyptAir,NANTA ups Egypt Air capacity
Egypt,EGY,29.776611,26.5826,EgyptAir,EgyptAir: A Look At The Carrier‚Äôs North American Operations
Egypt,EGY,29.776611,26.5826,EgyptAir,"EgyptAir to operate 21 flights per week between Cairo, Istanbul"
Egypt,EGY,29.776611,26.5826,EgyptAir,EgyptAir operates first flight to Dusseldorf on 02JUL21
Egypt,EGY,29.776611,26.5826,EgyptAir,Air Cairo Takes Delivery of its First A320neo
Egypt,EGY,29.776611,26.5826,EgyptAir,"EgyptAir increases flights between Cairo and Asmara, Beirut"
Equatorial Guinea,GNQ,10.46817,1.567542,,
Eritrea,ERI,38.110583,16.128858,,
Estonia,EST,25.837845,58.683671,,
Eswatini,SWZ,31.501493,-26.56471,,
Ethiopia,ETH,39.635053,8.631222,Ethiopian,Ethiopia‚Äôs Boeing 737 max Resumes Flights In Jul-21
Ethiopia,ETH,39.635053,8.631222,Ethiopian,Ethiopian Airlines appoints new Chief Operating Officer
Ireland,IRL,-7.121425,53.252771,Ryanair,"As Ryanair‚Äôs First 737 Max Arrives, Passengers Offered Chance To Switch Planes"
Ireland,IRL,-7.121425,53.252771,Aer Lingus,Aer Lingus delays Manchester transatlantic flights launch to September
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair sues UK over travel curbs to try to rescue summer
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair launches flights from Kyiv to Turin in Oct-21
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair‚Äôs New 197-Seat Boeing 737 MAX 8-200
Ireland,IRL,-7.121425,53.252771,Aer Lingus,"Aer Lingus cancels its flights from Dublin to Kerry, Donegal, and from Belfast to East Midlands, Cardiff
until at least 27 June following Stobart Air closure"
Ireland,IRL,-7.121425,53.252771,Ryanair,"Ryanair plans several new Helsinki, Tampere routes"
Ireland,IRL,-7.121425,53.252771,Aer Lingus,New Aer Lingus chief sees long road to recovery
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair Operates The World‚Äôs First Boeing 737 MAX 8200 Service
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair CANCELS several flights from Teesside Airport in Jul-21
Ireland,IRL,-7.121425,53.252771,Ryanair,"
Ryanair gains competitive advantage with Boeing 737 MAX"
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair to Open New Base of Operations in Agadir
Ireland,IRL,-7.121425,53.252771,Aer Lingus,Aer Lingus Begins Trialling IATA Travel Pass
Ireland,IRL,-7.121425,53.252771,Ryanair,Ryanair to launch new Sofia-Varna route in Aug-21
Ireland,IRL,-7.121425,53.252771,Emerald Airlines,Ireland's Emerald Airlines eyes Aer Lingus ops in early 4Q21
Isle of Man,IMN,-4.537589,54.228634,,
Israel,ISR,34.62278,31.061646,El Al,Israel Flag Carrier El Al Announces Two Direct Flight Routes to Morocco From 25JUL21
Italy,ITA,12.573635,42.793176,Alitalia,European Commission Approves ‚Ç¨40m Aid For Alitalia
Jordan,JOR,37.129891,30.653807,Jordan Aviation,Muscat Airport welcomes first flight of Jordan Aviation
Kazakhstan,KAZ,66.653592,48.019634,Air Astana,Air Astana eyes greater EX-YU presence
Kenya,KEN,37.861019,0.53472,Kenya Airways,Why airlines are jostling for western Kenya route
Kenya,KEN,37.861019,0.53472,Kenya Airways,"Some flight restrictions between Kenya and the U.K. have been lifted, effective from 11JUN21"
Kenya,KEN,37.861019,0.53472,Kenya Airways,Kenya Airways to resume London flights as summer season starts
Kenya,KEN,37.861019,0.53472,"Great Airways, Mombasa Air Safari",Great Airways and Mombasa Air Safari Introduce Flights to Homa Bay Town
Kenya,KEN,37.861019,0.53472,Kenya Airways,Kenya Airways to resume Nairobi-London flights on 26JUN21 after COVID-19 travel restrictions lifted
Kenya,KEN,37.861019,0.53472,Kenya Airways,Kenya Airways cuts Entebbe flights on rising Covid cases
Kenya,KEN,37.861019,0.53472,Kenya Airways,Kenya airways cuts number of flights to Uganda
Kenya,KEN,37.861019,0.53472,Kenya Airways,Kenya Airways Cuts Uganda Flights From 12 To 9 Weekly
Kenya,KEN,37.861019,0.53472,Kenya Airways,Kenya Airways launches Fahari Innovation Hub
Kingman Reef,UMI,-162.5614,6.478546,,
Kiribati,KIR,-157.36432,1.85776,Air Kiribati,"Air Kiribati to adjust domestic fleet, eyes int'l growth"
Kosovo,RKS,20.966191,42.467542,,
Kuril Islands,"RUS, JPN",147.877949,45.076156,,
Kuwait,KWT,47.492598,29.53972,Kuwait Airways,Commercial flights to U.K. resume following COVID-19 travel restriction
Kuwait,KWT,47.492598,29.53972,Kuwait Airways,"Kuwait Airways resumes flights to Paris, Malaga, Sarajevo and several destinations in Turkey"
Kuwait,KWT,47.492598,29.53972,Kuwait Airways,Kuwait Airways launch flights to Geneva
Kyrgyzstan,KGZ,74.523246,41.462046,,
Lao People's Democratic Republic,LAO,101.990197,20.274828,,
Latvia,LVA,26.424619,56.641966,airBaltic,airBaltic Turns To Norway And Greece With Three New Routes Launched
Latvia,LVA,26.424619,56.641966,airBaltic,airBaltic Launches Flights to Manchester
Latvia,LVA,26.424619,56.641966,airBaltic,airBaltic launches Edinburgh-Riga service
Lebanon,LBN,35.894185,33.921586,MEA,"Middle East airline capacity inches up, buoyed by regional demand"
Lesotho,LSO,28.247043,-29.58314,,
Liancourt Rock,"KOR, JPN",131.864842,37.241642,,
Liberia,LBR,-9.311921,6.448469,,
Libya,LBY,18.029942,27.038767,Afriqiyah Airways,Afriqiyah to resume flights to Tunisia on 20-Jun-2021
Libya,LBY,18.029942,27.038767,Afriqiyah Airways,Afriqiyah Airways launches Misrata-Sabha airline flight
Libya,LBY,18.029942,27.038767,Afriqiyah Airways,Afriqiyah Airways resumes Tripoli-Antalya service
Liechtenstein,LIE,9.552985,47.14167,,
Madeira Islands,PRT,-16.972586,32.736569,,
Malaysia,MYS,116.834631,5.452415,Malaysia Airlines,"Malaysia Airlines to test IATA app for COVID-19 result, vaccination status of passengers, on Kuala
Lumpur-London Heathrow route."
Malaysia,MYS,116.834631,5.452415,Air Asia,Air Asia to add first dedicated freighter in 3Q21
Malaysia,MYS,116.834631,5.452415,Air Asia,AirAsia Is Offering Just 19% Of Its Pre-Pandemic Capacity
Malaysia,MYS,116.834631,5.452415,Air Asia,AirAsia Indonesia will temporarily suspend all flights from 6 July because of COVID-19 measures
Malta,MLT,14.440213,35.888112,Air Malta,"Air Malta cancels all flights to Manchester, cuts flight frequency to London after U.K. decision to keep Malta
off 'green list' for travel"
Malta,MLT,14.440213,35.888112,Air Malta,Air Malta cuts UK flights and refocuses on Paris and Amsterdam
Malta,MLT,14.440213,35.888112,Air Malta,Air Malta operates its first flight to Libya since 2014
Marshall Islands,MHL,168.111299,5.617142,,
Mayotte,MYT,45.14408,-12.823484,,
Mexico,MEX,-102.52608,23.944025,"AeroMexico, Volaris","Aeromexico, Volaris Bolster Fleets with Addition of New Aircraft"
Mexico,MEX,-102.52608,23.944025,AeroMexico,LATAM and Aeromexico introduce the IATA Travel Pass on international routes
Mexico,MEX,-102.52608,23.944025,Aeromar,Aeromar announces extended flight services to Mexico starting 12JUL21
Mexico,MEX,-102.52608,23.944025,Viva,Mexico's VivaAerobus readies for post-COVID offensive
Mexico,MEX,-102.52608,23.944025,AeroMexico,Aeromexico Resumes Service to Texas
Mexico,MEX,-102.52608,23.944025,AeroMexico,"Aerom√©xico Resumes International Routes, Starts Flying 737 MAX"
Mexico,MEX,-102.52608,23.944025,AeroMexico,Aeromexico Has Taken On 10 Boeing 737 Aircraft In 6 Weeks
Micronesia (Federated States of),FSM,158.227402,6.881751,,
Midway Island,UMI,-177.37823,28.209428,,
Monaco,MCO,7.431613,43.748919,,
Montenegro,MNE,19.252232,42.78762,Air Montenegro,Air Montenegro launches flights from Tivat to Bosnia's Banja Luka
Montserrat,MSR,-62.189766,16.739531,,
Morocco,MAY,-6.281337,31.841712,Royal Air Maroc,RAM to Launch Additional Flights to Europe
Morocco,MAY,-6.281337,31.841712,Royal Air Maroc,Royal Air Maroc Eyes Return Of The Boeing 737 MAX
Morocco,MAY,-6.281337,31.841712,Royal Air Maroc,"Royal Air Maroc (re-)launches routes to France, Belgium and The Netherlands"
Morocco,MAY,-6.281337,31.841712,Royal Air Maroc,The Evolution Of Royal Air Maroc‚Äôs North American Market
Morocco,MAY,-6.281337,31.841712,Royal Air Maroc,Royal Air Maroc To Establish Representation Office in Israel
Myanmar,MMR,96.517823,21.201016,Myanmar Airways,Myanmar Airways International will resume some international flights in July
Myanmar,MMR,96.517823,21.201016,"Myanmar Airways, Air KBZ","Myanmar Airways International, Air KBZ will extend suspension of domestic flights until 15 July"
Navassa Island,UMI,-75.012453,18.401927,,
Nepal,NPL,83.946789,28.258663,Himalaya Airlines,Himalaya Airlines launched its online ticket booking engine
Netherlands,NLD,5.331481,51.867289,KLM,KLM network in Asia and the Middle East as good as fully recovered this summer
Netherlands,NLD,5.331481,51.867289,KLM,KLM to resume flights between Amsterdam and Southampton on 28 JUN21
Netherlands,NLD,5.331481,51.867289,Transavia,Transavia increases flights from France to Greece by 40 percent
Netherlands,NLD,5.331481,51.867289,KLM,KLM Royal Dutch Airlines will resume flights between Amsterdam and Norwich on 25 June
Netherlands,NLD,5.331481,51.867289,KLM,KLM grows Croatia operations
Netherlands,NLD,5.331481,51.867289,KLM,Teesside Airport‚Äôs vital KLM service to Amsterdam relaunches
Netherlands,NLD,5.331481,51.867289,KLM,"KLM resumes flights to the San Jos√© area and Liberia, Costa Rica"
Netherlands,NLD,5.331481,51.867289,KLM,KLM‚Äôs Africa network restored to 2019 levels
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,Cook Islands travel bubble: Air New Zealand announces Rarotonga schedule.
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,Waikato DHB cyberattack results in cancelled Air New Zealand flights to and from Samoa.
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,"Air New Zealand cancels direct flights from Christchurch, Queenstown and Wellington to Sydney following new
COVID-19 infections"
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,Air New Zealand will resume direct passenger flights between Auckland and Taoyuan from 4 August
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,"Air New Zealand cancels all passenger flights from Australia after 72-hour pause to quarantine-free
travel imposed because of COVID-19"
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,"ANZ cancels all passenger flights from Australia after 72-hour pause to quarantine-free travel imposed
because of COVID-19"
New Zealand,NZL,170.475567,-43.987216,Air New Zealand,Air NZ brings back long haul routes it suspended early on in Covid-19 pandemic
Niger,NER,9.403063,17.423744,,
Nigeria,NGA,8.111462,9.619246,Azman Air,Azman Air A340 Flies From Nigeria To The Bahamas
Nigeria,NGA,8.111462,9.619246,Ibom Air,Nigerian Airline Ibom Air commences daily flights to Port-Harcourt
Nigeria,NGA,8.111462,9.619246,Nigerian Airlines,Nigerian Airlines Must Refund Passengers For Delayed Flights
Niue,NIU,-169.85833,-19.05187,,
Norfolk Island,NFK,167.952344,-29.032574,,
North Macedonia,MKD,21.700791,41.60048,,
Northern Mariana Islands,MNP,145.753646,15.188972,,
Norway,NOR,11.478464,61.343111,Norwegian Air,Norwegian partners with Amadeus for health verification tool
Oman,OMN,57.879121,21.990536,Oman Air,Oman Air to launch Muscat-Phuket service in summer 2021
Oman,OMN,57.879121,21.990536,Salam Air,CAA approves SalamAir's weekly flight to Sarajevo
Oman,OMN,57.879121,21.990536,Oman Air,Oman Air named airline partner of ICCA for Mideast
Oman,OMN,57.879121,21.990536,Oman Air,Oman Air becomes official airline partner of ICCA for the Middle East
Oman,OMN,57.879121,21.990536,Oman Air,"

Oman suspends flights from 24 countries, including India, Pakistan"
Oman,OMN,57.879121,21.990536,Oman Air,Oman Air receives two new Boeing 737 MAX 8s
Pakistan,PAK,68.808093,29.37884,PIA,"PIA [non-UNDSS white listed] resumes direct flights to Bahrain, twice weekly from 07MAY21."
Pakistan,PAK,68.808093,29.37884,Noth Air,Pakistan's North Air starts certification drive
Pakistan,PAK,68.808093,29.37884,PIA,[non-UNDSS] Pakistan International Airlines resumes direct flights to Toronto
Pakistan,PAK,68.808093,29.37884,PIA,"[non-UNDSS] PIA announces to operate special flights for Najaf, Iraq"
Palau,PLW,134.56581,7.499895,,
Palmyra Atoll,UMI,-162.08226,5.887362,,
Panama,PAN,-80.09271,8.520588,COPA Airlines,Copa Airlines Increasing U.S. Network in Jun-21
Panama,PAN,-80.09271,8.520588,COPA Airlines,Copa Airlines interested in resuming Panama-Salta service in 2H2021
Panama,PAN,-80.09271,8.520588,Wingo,Wingo inaugurated its flights between Bogot√° and Lima
Panama,PAN,-80.09271,8.520588,Wingo,Wingo Airlines Begins Operations on Its San Jos√©-Panama Route
Panama,PAN,-80.09271,8.520588,COPA Airlines,Copa to extend current frequencies on four services from Panama to US in Nov-21
Paracel Islands,xPI,112.338214,16.834463,,
Paraguay,PRY,-60.548542,-21.702162,,
Peru,PER,-71.821304,-13.590187,Fly Per√∫ Airlines,Fly Per√∫ Airlines granted an operating location; set to begin certification
Philippines,PHL,120.861863,14.16474,Cebu Pacific,No flights to Manila from Dubai via Cebu Pacific until 20JUN21
Philippines,PHL,120.861863,14.16474,Cebu Pacific,"Cebu Pacific adds more domestic flights, 'cautiously optimistic' on recovery"
Philippines,PHL,120.861863,14.16474,Cebu Pacific,Cebu Pacific announces new voluntary flight change policy starting 01JUL21
Philippines,PHL,120.861863,14.16474,Philippine Airlines,PAL cancels flights between Manila and Riyadh because of COVID-19 travel restrictions
Philippines,PHL,120.861863,14.16474,Cebu Pacific,Cebu Pacific Recognizing Vaccine Certificates On Domestic Routes
Philippines,PHL,120.861863,14.16474,Pilipinas Asian Pearl Airways,Pilipinas Asian Pearl Airways reapplies for an OL
Philippines,PHL,120.861863,14.16474,Philippine Airlines,"Philippines Airlines cancels flights between Manila and Dammam, Riyadh from 9-13JUL21"
Pitcairn,PCN,-128.32289,-24.376819,,
Portugal,PRT,-7.961526,39.685014,TAP,TAP Air Portugal Launches Direct Line Between Zagreb and Lisbon
Portugal,PRT,-7.961526,39.685014,TAP,Toronto and Montreal on the list for TAP‚Äôs resumption of service
Portugal,PRT,-7.961526,39.685014,TAP,"Portugal's TAP Airline to Connect Lisbon with Agadir, Oujda"
Portugal,PRT,-7.961526,39.685014,TAP,TAP adds more flights to Angola
Puerto Rico,PRI,-66.479397,18.224744,,
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways plans to resume direct flights from Qatar to Langkawi
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways touches down in Abidjan with regular services from Doha
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways Targets Cargo In Zambia And Zimbabwe
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways to launch passenger flights to Lusaka and Harare from 06AUG21
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways to Expand its U.S. Services
Qatar,QAT,51.193104,25.286199,Qatar Airways,QA''s Doha-Milan service to launch new Boeing 787-9 Dreamliner today
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways restores pre-pandemic Belgrade operations
Qatar,QAT,51.193104,25.286199,Qatar Airways,"Qatar Airways Eyes Fifth Freedom Route To Barcelona, Mexico City"
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways integrates vaccine certificate with IATA's digital passport app
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways will increase flights between Doha and Sao Paulo from 12JUL21
Qatar,QAT,51.193104,25.286199,Qatar Airways,Qatar Airways resumes flights to Doha from Pulkovo airport starting 23JUL21
Republic of Korea,KOR,127.843498,36.448643,Jeju Air,Jeju Air to resume flights to Saipan next month
Republic of Korea,KOR,127.843498,36.448643,Korean Airways,Thailand and the Philippines approve Korean Air acquisition of Asiana Airlines
Republic of Korea,KOR,127.843498,36.448643,Jeju Air,"Jeju Air in South Korea resumes some flights; Guam and Saipan allow exemptions from two-week quarantine for
vaccinated passengers"
Republic of Korea,KOR,127.843498,36.448643,Asiana Airlines,Asiana returning to Saipan in Jul-21
Republic of Korea,KOR,127.843498,36.448643,Korean Air,"Korean Air to resume flights between Incheon and Guam from 5 August following COVID-19-related
suspension"
Russian Federation,RUS,99.014058,61.618998,S7,S7 Airlines to commence Vladivostok-Phuket service in Nov-2021
Russian Federation,RUS,99.014058,61.618998,Rossiya,Rossiya to take six MC-21s in 2022 - manufacturer
Russian Federation,RUS,99.014058,61.618998,S7,S7 Airlines to launch flights on Saratov-Baku route
Russian Federation,RUS,99.014058,61.618998,Azur Air,"Azur Air resumes flights to Antalya, Bodrum and Dalaman, Turkey"
Rwanda,RWA,29.923106,-1.999837,Rwandair,RwandAir suspends flights to Entebbe International Airport because of surge in COVID-19 cases
Rwanda,RWA,29.923106,-1.999837,Rwandair,Rwandair selects TAL Aviation as GSA in Italy
Rwanda,RWA,29.923106,-1.999837,Rwandair,Rwandair halts direct flights to Uganda over spike in Covid-19 cases
Rwanda,RWA,29.923106,-1.999837,Rwandair,RwandAir Dream miles and Qatar Airways Privilege Club launch loyalty partnership
Saba,ANT,-63.237736,17.631336,,
Saint Barth√©lemy,BLM,-62.831638,17.896055,,
Saint Helena,SHN,-14.367084,-7.943579,,
Saint Helena,SHN,-9.941238,-40.317888,,
Saint Helena,SHN,-5.707424,-15.965211,,
Saint Helena,SHN,-12.284038,-37.11176,,
Saint Pierre et Miquelon,SPM,-56.321676,46.855208,,
Saint Vincent and the Grenadines,VCT,-61.189064,13.251505,,
San Marino,SMR,12.46329,43.938418,,
Sao Tome and Principe,STP,6.602138,0.239483,,
Saudi Arabia,SAU,44.547567,24.125926,Nas Air,Flynas launches Riyadh-Kyiv service
Saudi Arabia,SAU,44.547567,24.125926,"Saudia, Emirates, Etihad","Saudia, Emirates, Etihad Airways  flights to Jamaica"
Saudi Arabia,SAU,44.547567,24.125926,Saudia,Saudia resumes routes from Vienna to Riyadh and Jeddah
Saudi Arabia,SAU,44.547567,24.125926,Emirates,Emirates flights from UAE to Saudi Arabia suspended until further notice
Scarborough Reef,xSR,117.780897,15.110537,,
Senkaku Islands,xSK,123.475678,25.745757,,
Senegal,SEN,-14.446465,14.366687,Air Senegal,Air Senegal confirms plans to commence service to New York and Washington in Sep-2021
Serbia,SRB,20.803944,44.032994,Air Serbia,Air Serbia‚Äôs leisure operations overtake pre-pandemic levels
Serbia,SRB,20.803944,44.032994,Air Serbia,Air Serbia schedules Smartwings operations
Serbia,SRB,20.803944,44.032994,Air Serbia,"Air Serbia will resume flights between Belgrade and Pula from 11 July following COVID-19-related
suspension"
Serbia,SRB,20.803944,44.032994,Air Serbia,Air Serbia further boosts Russia operations
Serbia,SRB,20.803944,44.032994,"Air Serbia, Turkish Airlines","Air Serbia, Turkish Airlines expand codeshare agreement"
Seychelles,SYC,55.467266,-4.678402,Air Seychelles,Air Seychelles is counted in Dubai in Jul-21
Sierra Leone,SLE,-11.779615,8.569795,,
Singapore,SGP,103.810539,1.357382,Singapore Airlines,Singapore Airlines opens route between Rome and Copenhagen
Singapore,SGP,103.810539,1.357382,Singapore Airlines,Singapore Airlines says travel bubble talks are grounded
Singapore,SGP,103.810539,1.357382,Singapore Airlines,Singapore Airlines Launches Fifth Freedom European Flights
Singapore,SGP,103.810539,1.357382,Scoot,Singapore‚Äôs Scoot eyes post-pandemic opportunities
Singapore,SGP,103.810539,1.357382,Singapore Airlines,Singapore Airlines opens new European ‚Äòfifth-freedom‚Äô route via Copenhagen
Sint Eustatius,ANT,-62.976086,17.490469,,
Slovakia,SVK,19.484954,48.707416,,
Somalia,SOM,46.204698,4.409471,,
South Africa,ZAF,24.669618,-29.999172,SAA,South African government to sell majority of SAA to investor consortium
South Africa,ZAF,24.669618,-29.999172,SAA,SA govt blocks Delta from flying to Cape Town ‚Äì and the US in turn restricts SAA
South Africa,ZAF,24.669618,-29.999172,SAA,South African Airways going private
South Africa,ZAF,24.669618,-29.999172,FlySafair,FlySafair adjusts schedule in response to Level 4 restrictions
