,id,title,genre
441,19585,G-Force,Fantasy
442,19585,G-Force,Action
443,19585,G-Force,Adventure
444,19585,G-Force,Family
445,19585,G-Force,Comedy
446,57165,Wrath of the Titans,Adventure
447,62213,Dark Shadows,Comedy
448,62213,Dark Shadows,Fantasy
449,177677,Mission: Impossible - Rogue Nation,Action
450,177677,Mission: Impossible - Rogue Nation,Adventure
451,177677,Mission: Impossible - Rogue Nation,Thriller
452,7978,The Wolfman,Drama
453,7978,The Wolfman,Horror
454,7978,The Wolfman,Thriller
455,5559,Bee Movie,Family
456,5559,Bee Movie,Animation
457,5559,Bee Movie,Adventure
458,5559,Bee Movie,Comedy
459,49444,Kung Fu Panda 2,Animation
460,49444,Kung Fu Panda 2,Family
461,10196,The Last Airbender,Action
462,10196,The Last Airbender,Adventure
463,10196,The Last Airbender,Family
464,10196,The Last Airbender,Fantasy
465,956,Mission: Impossible III,Adventure
466,956,Mission: Impossible III,Action
467,956,Mission: Impossible III,Thriller
468,117251,White House Down,Action
469,117251,White House Down,Drama
470,117251,White House Down,Thriller
471,50321,Mars Needs Moms,Adventure
472,50321,Mars Needs Moms,Animation
473,50321,Mars Needs Moms,Family
474,11619,Flushed Away,Adventure
475,11619,Flushed Away,Animation
476,11619,Flushed Away,Comedy
477,11619,Flushed Away,Family
478,266647,Pan,Adventure
479,266647,Pan,Family
480,266647,Pan,Fantasy
481,82703,Mr. Peabody & Sherman,Animation
482,82703,Mr. Peabody & Sherman,Adventure
483,82703,Mr. Peabody & Sherman,Family
484,652,Troy,Adventure
485,652,Troy,Drama
486,652,Troy,War
487,80321,Madagascar 3: Europe's Most Wanted,Animation
488,80321,Madagascar 3: Europe's Most Wanted,Family
489,36669,Die Another Day,Adventure
490,36669,Die Another Day,Action
491,36669,Die Another Day,Thriller
492,43074,Ghostbusters,Action
493,43074,Ghostbusters,Fantasy
494,43074,Ghostbusters,Comedy
495,95,Armageddon,Action
496,95,Armageddon,Thriller
497,95,Armageddon,Science Fiction
498,95,Armageddon,Adventure
499,608,Men in Black II,Action
500,608,Men in Black II,Adventure
501,608,Men in Black II,Comedy
502,608,Men in Black II,Science Fiction
503,2310,Beowulf,Adventure
504,2310,Beowulf,Action
505,2310,Beowulf,Animation
506,140300,Kung Fu Panda 3,Action
507,140300,Kung Fu Panda 3,Adventure
508,140300,Kung Fu Panda 3,Animation
509,140300,Kung Fu Panda 3,Comedy
510,140300,Kung Fu Panda 3,Family
511,56292,Mission: Impossible - Ghost Protocol,Action
512,56292,Mission: Impossible - Ghost Protocol,Thriller
513,56292,Mission: Impossible - Ghost Protocol,Adventure
514,81188,Rise of the Guardians,Fantasy
515,81188,Rise of the Guardians,Animation
516,81188,Rise of the Guardians,Family
517,7552,Fun with Dick and Jane,Comedy
518,616,The Last Samurai,Drama
519,616,The Last Samurai,Action
520,616,The Last Samurai,War
521,616,The Last Samurai,History
522,147441,Exodus: Gods and Kings,Adventure
523,147441,Exodus: Gods and Kings,Drama
524,147441,Exodus: Gods and Kings,Action
525,13475,Star Trek,Science Fiction
526,13475,Star Trek,Action
527,13475,Star Trek,Adventure
528,557,Spider-Man,Fantasy
529,557,Spider-Man,Action
530,82702,How to Train Your Dragon 2,Fantasy
531,82702,How to Train Your Dragon 2,Action
532,82702,How to Train Your Dragon 2,Adventure
533,82702,How to Train Your Dragon 2,Animation
534,82702,How to Train Your Dragon 2,Comedy
535,82702,How to Train Your Dragon 2,Family
536,205584,Gods of Egypt,Fantasy
537,10048,Stealth,Action
538,13183,Watchmen,Action
539,13183,Watchmen,Mystery
540,13183,Watchmen,Science Fiction
541,944,Lethal Weapon 4,Action
542,944,Lethal Weapon 4,Adventure
543,944,Lethal Weapon 4,Comedy
544,944,Lethal Weapon 4,Crime
545,944,Lethal Weapon 4,Thriller
546,1927,Hulk,Drama
547,1927,Hulk,Action
548,1927,Hulk,Science Fiction
549,72559,G.I. Joe: Retaliation,Adventure
550,72559,G.I. Joe: Retaliation,Action
551,72559,G.I. Joe: Retaliation,Science Fiction
552,72559,G.I. Joe: Retaliation,Thriller
553,7364,Sahara,Action
554,7364,Sahara,Adventure
555,7364,Sahara,Comedy
556,7364,Sahara,Drama
557,7364,Sahara,Mystery
558,2114,Final Fantasy: The Spirits Within,Adventure
559,2114,Final Fantasy: The Spirits Within,Action
560,2114,Final Fantasy: The Spirits Within,Animation
561,2114,Final Fantasy: The Spirits Within,Fantasy
562,2114,Final Fantasy: The Spirits Within,Science Fiction
563,2114,Final Fantasy: The Spirits Within,Thriller
564,1771,Captain America: The First Avenger,Action
565,1771,Captain America: The First Avenger,Adventure
566,1771,Captain America: The First Avenger,Science Fiction
567,36643,The World Is Not Enough,Adventure
568,36643,The World Is Not Enough,Action
569,36643,The World Is Not Enough,Thriller
570,8619,Master and Commander: The Far Side of the World,Adventure
571,50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure
572,50620,The Twilight Saga: Breaking Dawn - Part 2,Fantasy
573,50620,The Twilight Saga: Breaking Dawn - Part 2,Drama
574,50620,The Twilight Saga: Breaking Dawn - Part 2,Romance
575,65759,Happy Feet Two,Animation
576,65759,Happy Feet Two,Comedy
577,65759,Happy Feet Two,Family
578,1724,The Incredible Hulk,Science Fiction
579,1724,The Incredible Hulk,Action
580,1724,The Incredible Hulk,Adventure
581,267935,The BFG,Adventure
582,267935,The BFG,Family
583,267935,The BFG,Fantasy
584,281957,The Revenant,Western
585,281957,The Revenant,Drama
586,281957,The Revenant,Adventure
587,281957,The Revenant,Thriller
588,77950,Turbo,Animation
589,77950,Turbo,Family
590,44896,Rango,Animation
591,44896,Rango,Comedy
592,44896,Rango,Family
593,44896,Rango,Western
594,44896,Rango,Adventure
595,270946,Penguins of Madagascar,Family
596,270946,Penguins of Madagascar,Animation
597,270946,Penguins of Madagascar,Adventure
598,270946,Penguins of Madagascar,Comedy
599,2503,The Bourne Ultimatum,Action
600,2503,The Bourne Ultimatum,Drama
601,2503,The Bourne Ultimatum,Mystery
602,2503,The Bourne Ultimatum,Thriller
603,9502,Kung Fu Panda,Adventure
604,9502,Kung Fu Panda,Animation
605,9502,Kung Fu Panda,Family
606,9502,Kung Fu Panda,Comedy
607,102899,Ant-Man,Science Fiction
608,102899,Ant-Man,Action
609,102899,Ant-Man,Adventure
610,101299,The Hunger Games: Catching Fire,Adventure
611,101299,The Hunger Games: Catching Fire,Action
612,101299,The Hunger Games: Catching Fire,Science Fiction
613,228161,Home,Fantasy
614,228161,Home,Comedy
615,228161,Home,Animation
616,228161,Home,Science Fiction
617,228161,Home,Family
618,74,War of the Worlds,Adventure
619,74,War of the Worlds,Thriller
620,74,War of the Worlds,Science Fiction
621,8961,Bad Boys II,Adventure
622,8961,Bad Boys II,Action
623,8961,Bad Boys II,Comedy
624,8961,Bad Boys II,Thriller
625,8961,Bad Boys II,Crime
626,417859,Puss in Boots,Action
627,417859,Puss in Boots,Adventure
628,417859,Puss in Boots,Animation
629,417859,Puss in Boots,Family
630,417859,Puss in Boots,Fantasy
631,27576,Salt,Action
632,27576,Salt,Mystery
633,27576,Salt,Thriller
634,86834,Noah,Drama
635,86834,Noah,Adventure
636,17578,The Adventures of Tintin,Adventure
637,17578,The Adventures of Tintin,Animation
638,17578,The Adventures of Tintin,Mystery
639,673,Harry Potter and the Prisoner of Azkaban,Adventure
640,673,Harry Potter and the Prisoner of Azkaban,Fantasy
641,673,Harry Potter and the Prisoner of Azkaban,Family
642,6972,Australia,Drama
643,82700,After Earth,Science Fiction
644,82700,After Earth,Action
645,82700,After Earth,Adventure
646,10567,Dinosaur,Animation
647,10567,Dinosaur,Family
648,181533,Night at the Museum: Secret of the Tomb,Adventure
649,181533,Night at the Museum: Secret of the Tomb,Comedy
650,181533,Night at the Museum: Secret of the Tomb,Fantasy
651,181533,Night at the Museum: Secret of the Tomb,Family
652,38055,Megamind,Animation
653,38055,Megamind,Action
654,38055,Megamind,Comedy
655,38055,Megamind,Family
656,38055,Megamind,Science Fiction
657,671,Harry Potter and the Philosopher's Stone,Adventure
658,671,Harry Potter and the Philosopher's Stone,Fantasy
659,671,Harry Potter and the Philosopher's Stone,Family
660,49524,R.I.P.D.,Fantasy
661,49524,R.I.P.D.,Action
662,49524,R.I.P.D.,Comedy
663,49524,R.I.P.D.,Crime
664,22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure
665,22,Pirates of the Caribbean: The Curse of the Black Pearl,Fantasy
666,22,Pirates of the Caribbean: The Curse of the Black Pearl,Action
667,131631,The Hunger Games: Mockingjay - Part 1,Science Fiction
668,131631,The Hunger Games: Mockingjay - Part 1,Adventure
669,131631,The Hunger Games: Mockingjay - Part 1,Thriller
670,591,The Da Vinci Code,Thriller
671,591,The Da Vinci Code,Mystery
672,172385,Rio 2,Animation
673,172385,Rio 2,Adventure
674,172385,Rio 2,Comedy
675,172385,Rio 2,Family
676,36658,X2,Adventure
677,36658,X2,Action
678,36658,X2,Science Fiction
679,36658,X2,Thriller
680,51497,Fast Five,Action
681,51497,Fast Five,Thriller
682,51497,Fast Five,Crime
683,58574,Sherlock Holmes: A Game of Shadows,Adventure
684,58574,Sherlock Holmes: A Game of Shadows,Action
685,58574,Sherlock Holmes: A Game of Shadows,Crime
686,58574,Sherlock Holmes: A Game of Shadows,Mystery
687,18823,Clash of the Titans,Adventure
688,18823,Clash of the Titans,Fantasy
689,18823,Clash of the Titans,Action
690,861,Total Recall,Action
691,861,Total Recall,Adventure
692,861,Total Recall,Science Fiction
693,1911,The 13th Warrior,Adventure
694,1911,The 13th Warrior,Fantasy
695,1911,The 13th Warrior,Action
696,49040,The Bourne Legacy,Action
697,49040,The Bourne Legacy,Thriller
698,415,Batman & Robin,Action
699,415,Batman & Robin,Crime
700,415,Batman & Robin,Fantasy
701,8871,How the Grinch Stole Christmas,Family
702,8871,How the Grinch Stole Christmas,Comedy
703,8871,How the Grinch Stole Christmas,Fantasy
704,435,The Day After Tomorrow,Action
705,435,The Day After Tomorrow,Adventure
706,435,The Day After Tomorrow,Science Fiction
707,435,The Day After Tomorrow,Thriller
708,955,Mission: Impossible II,Adventure
709,955,Mission: Impossible II,Action
710,955,Mission: Impossible II,Thriller
711,2133,The Perfect Storm,Drama
712,1979,Fantastic 4: Rise of the Silver Surfer,Adventure
713,1979,Fantastic 4: Rise of the Silver Surfer,Fantasy
714,1979,Fantastic 4: Rise of the Silver Surfer,Action
715,1979,Fantastic 4: Rise of the Silver Surfer,Thriller
716,87827,Life of Pi,Adventure
717,87827,Life of Pi,Drama
718,87827,Life of Pi,Action
