Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Parkinson disease - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number)
Afghanistan,AFG,1991,,6347.158763885498,22325.633931343706,303.866598157,1558.1323160601373,68,46967.36103687579,1987.8128776747171,3124.082630687818,6023.386322522869,1468.8607454474322,3743.1873360632403,788.5362796306497,10171.33351148766,328.4522998476141,311.50053834646866,487.19161446609064,1473.2250212232668,1524.6415925622287,37.52415847693495,81.28458624633708,4288.640463629124,4762.068566837203,2337.4144041582485,18349.129971713483,76.10964144630853,1349.9994342643345,8588.4637940012,164.83041736600987,1616.7562332903042,762.2451791320304,3370.0001531108196,3362.470216515875,172.03265714174486
Afghanistan,AFG,1992,,6659.741428179754,23205.280749965474,317.75012124,1617.721576346921,49,48355.558514868266,2025.1023264018754,3192.2784281455597,6217.24515672989,1524.5284680336981,3894.366133430463,823.9158666226072,10592.367581169521,334.707212411907,338.61426336498823,521.714215640852,1537.8133318316345,1684.8088565877867,50.67055891684227,91.01019737726332,4475.257541530177,5531.1369331459955,2781.91801686582,19982.149564567484,81.13830975993838,614.0000827821068,8924.932419549954,92.52218326332718,1678.5576245851294,856.9129271167018,4343.997794507218,3445.705567137357,190.40411104645125
Afghanistan,AFG,1993,,8068.38626301191,28229.715397014643,333.97833108,1931.8085529867608,,50072.56389949511,2064.8279025810953,3343.974013527555,6468.245470066558,1598.643747020821,4136.479099900144,892.6425861944767,11126.644646057604,341.810022604012,382.4013167966859,675.6576958296464,1714.8158746665151,1906.959924956235,58.43304929835086,103.48199138046313,4909.050324771718,6613.963509698346,3336.796608444557,27291.23529166365,87.51474446348384,109.99999761979969,11976.501318899846,104.1674607877061,2001.1224364286581,975.6037717447408,4097.000207200164,3563.2363673050972,217.62261397092976
Afghanistan,AFG,1994,,9432.845126561846,32652.297629937133,348.419085056,2351.629205625238,22,51416.81544241816,2101.0206298654944,3480.2997098648866,6678.49584992994,1649.9774111621832,4318.692618142309,950.3795526539946,11477.937574856558,348.2233214591862,417.7179794704918,782.4453392093004,1949.6994994300862,2229.924043171155,65.53117640609236,111.29639740319293,5352.634058202548,7341.204564525924,3558.5977148658085,29862.6808741679,90.46414938624514,160.00000296603002,13296.448475059009,112.07265226048837,2434.0142680038557,1028.742412150765,8959.000460821573,3639.7078469101557,236.24057349185662
Afghanistan,AFG,1995,,10122.772832326318,34483.55189514679,363.583912875,2507.1151877903926,5,52072.36867126601,2125.7785543799996,3523.1498099366854,6805.61822618712,1690.7170945665148,4436.973375454463,982.0041536394358,11711.27393587748,352.1598253459955,447.36221676245697,815.0452029249604,2187.500353950448,2325.997879172804,72.73540382456196,117.93496641641359,5536.274369307643,7936.178185181291,3706.5268330250406,30758.544712492687,91.8193301858817,380.99998515274115,14767.431174698728,118.01358678213484,2595.907455078785,1065.5820163611081,5508.000167693573,3665.8338473980625,249.75744035335129
Afghanistan,AFG,1996,,10317.320086584848,34845.2551331504,364.559304431,2468.6158197202585,31,52795.71815799189,2146.7778284076207,3525.948414300033,6888.664022574522,1716.6455656017354,4510.381671751872,1013.7370214751526,11898.875426932313,355.3648446816753,458.0024875370393,886.4137689670523,2245.104140393584,2626.0431893756722,78.53365074293934,124.7179237074088,5560.655853070678,8270.543842860316,3846.3939734957426,31818.950694564588,93.43661633677067,69.99999920599242,14153.892087452567,122.19328210706405,2557.8508321763265,1099.0038062693534,3254.999587411484,3735.9745934695634,255.84756331303558
Afghanistan,AFG,1997,,10501.42313972871,35061.72652330397,365.918124832,2451.122257346609,4,53512.78437386359,2168.375734788226,3536.462922655311,6972.195771599016,1746.9184123526836,4591.336368102721,1049.423509337253,12109.522389548132,358.7333945175296,469.22761332998033,894.7286254439781,2308.2204471428713,2394.4412199017333,83.75294412681974,132.22390911945845,5605.8571648104235,8349.815929777416,3989.5008684636905,32260.115611100417,95.33510775312575,174.9999845420124,14351.353886029416,127.04432521377231,2541.9273678290183,1133.0200087157934,6722.9968778120565,3807.8691793781136,262.02724340762046
Afghanistan,AFG,1998,,10516.09000752627,34730.19280707998,361.517426481,2390.544168455567,8,54063.86171027958,2187.4644299874153,3530.06876655689,7030.060321001189,1768.98771344413,4646.843937113864,1076.7567841629477,12283.506787677386,361.45950519400446,474.3515423556459,944.8831448480698,2332.762146519786,2577.7064767978486,88.02838294045563,139.31977653467231,5584.296859049585,8300.970844909605,4106.8890886978925,32335.497477820936,96.64958646938848,7122.995478299982,14118.46880436279,130.42619626904212,2480.9437408424556,1160.633929805672,12065.00988762557,3868.0394997354297,264.4838536750708
Afghanistan,AFG,1999,,10361.152708729269,34055.78617209573,357.619331639,2293.9010059298344,39,54368.99616724723,2209.632788238683,3502.173510056171,7041.6279260874635,1770.085803884593,4658.561314469833,1092.5749796928071,12435.45866885482,366.02919032414115,469.0327249865484,953.6963464503772,2305.1643425222564,2459.186741627801,87.1547034910173,145.21593466828995,5483.224731505583,8006.464177269955,4018.0328723422467,32144.17010964119,94.38720645542371,69.99999966021889,13950.167626490742,132.22307463228836,2384.033392113873,1162.1478664468393,5104.000044355385,3930.183876531409,261.68112943048055
Afghanistan,AFG,2000,,9761.290716589416,31769.175384560345,358.006995605,2114.5106377636353,38,54523.55244032637,2236.612060671593,3468.222319543182,7023.033212169769,1755.870657451477,4619.345615777417,1092.5044585587987,12605.38077044338,371.68360781625364,457.85948373499775,924.8308967991852,2230.6169682572618,2467.780894801763,93.79556891586027,152.0211440894238,5337.685767637346,7730.016605263821,3931.6525413196955,29562.611945073877,91.59805815262204,0,12938.35327784719,134.08168879189148,2202.3125360634444,1171.9001839230182,5429.002256950724,4012.1018508575967,257.35412541842203
Afghanistan,AFG,2001,,9477.582050814033,30505.524508055452,359.769786432,1966.5659222428412,174,54850.346601996614,2267.435696653282,3468.1382917057163,7058.555969208298,1753.8207049775008,4613.383953504592,1074.8980947411394,12830.901543391137,378.21809461460066,449.03159374916095,952.4043841903882,2160.37387908808,2503.28699101322,94.69158808430204,159.4952848876517,5223.224732632855,7588.020990923492,3975.9298362919203,29730.894276506115,90.2937318631454,3.9999999978444154,12136.210728808894,463.6570615006973,2052.3302718006157,1191.5486680922647,5727.006857578829,4147.689517246941,254.52989390332226
Afghanistan,AFG,2002,,8335.20530321689,28909.06414981553,364.035374885,1857.651707221209,74,54810.28058653654,2295.0840481612945,3470.3978983003967,7037.320903109022,1761.5529164366442,4622.104237695694,1059.7733512063846,13069.174567716733,383.09675012240325,447.9784987336785,951.3990776755285,2111.261247933886,2903.7885077661535,110.85705944860791,169.1923350900323,5120.447533089461,7641.680609147347,4271.732412085714,28324.189764012735,90.89673007940519,1285.9997984625536,11363.246052684111,140.7655860497567,1943.2423715753912,1238.7908347809685,985.0000230472226,4257.009129869473,257.0199722504896
Afghanistan,AFG,2003,,9912.024674090171,33217.86157805736,449.369179638,2110.1470999700527,163,54822.62000683111,2323.883437330196,3649.9585587153397,7095.064876230489,1852.746487700159,4864.837685495175,1124.0787202408376,13586.66102190516,387.32740045014214,511.7954640961053,1160.444041854643,2607.9068468588744,3195.500654250763,113.25369632922575,179.896969663168,5427.97755808,8296.460290921344,4570.640176134903,31901.53379635625,92.39635885089403,137.00000032884174,13399.174675334472,157.9267752472002,2211.928635975892,1297.2865285494863,864.0000767503793,4398.48250660253,294.0304249012374
Afghanistan,AFG,2004,,10282.72309601904,33809.983169708525,486.395564346,2186.5759758329204,275,54638.28648582115,2356.6871436152305,3731.666841358347,7080.1412210229155,1890.5922021598008,4949.665843962699,1134.365770350608,13861.12111339164,391.26761226724966,529.9067367205216,1129.3310864715777,2748.1475367117328,2994.452674358368,123.76927935980076,187.262365027284,5487.40208469732,8400.079299172734,4602.20903224794,30717.44577323424,92.97761921749705,18.00000002562513,13574.916387078507,163.3041280593497,2293.3478421815357,1321.0982895096429,1042.999636710902,4508.122914659096,307.23531283887894
Afghanistan,AFG,2005,,10059.37150209122,32720.368690996187,485.893244408,2071.8513813650698,367,54317.541896764764,2387.750879859385,3735.212619561434,7020.992069532635,1911.0891163164138,4966.698989918694,1116.8066878933566,14038.275744932876,394.4816335360904,529.8949188522779,1148.088725807399,2733.0739431766488,3046.3506671186988,132.89354718142516,196.10557012220096,5332.113592489857,8470.649708821416,4816.308692683145,30810.793888692333,94.5483002967278,561.0000676530359,12787.360151595447,187.39953642924877,2176.98664852237,1357.2311358184397,2078.000061928206,4601.599970939368,312.903565940285
Afghanistan,AFG,2006,,9722.5907585133,31428.488666970115,473.741662897,1996.69147726342,732,53991.23312966711,2422.1863779445866,3735.6999863569445,6964.241458999993,1919.745729895763,4957.842156725333,1084.6502096449021,14156.787620472829,397.62460730148456,514.7836855581511,1184.5530074282224,2607.828545147024,3079.1465932796605,133.3548562382311,203.05374401226626,5118.503197560151,8295.7314393917,4750.4166222255935,30852.915482828186,95.22933517379177,382.0000068619068,11703.376228987929,163.7450578703,2096.8722326976376,1370.6150946254395,5677.0012129201705,4653.453135228034,309.4737037776179
Afghanistan,AFG,2010,,7154.31944438846,23950.017285651822,332.253781344,1541.8411548239826,1157,52712.687821394946,2575.1320208855823,3682.828674707427,6734.34578265151,1962.7158557209937,4839.885385786989,969.1409565448653,14645.74863391439,411.76539885116574,459.4656614599111,1081.649292671197,2080.644734295542,3242.2865475932417,169.38176390438412,240.72304027380864,4154.390366842844,7970.423793243791,4716.802421984289,27018.70695089016,102.64804468008323,349.9999973832257,7530.046787536141,151.68320621748614,1619.355102820999,1457.157631131312,8117.000620360847,4825.933668339041,304.80859443335635
Afghanistan,AFG,2017,,6588.66829993417,21431.16381780147,,1369.7425383556108,6092,56118.581876463955,2893.171202338641,3895.213012773635,6917.373452541704,2242.99242342089,5168.969127792153,940.5628842940284,16670.45790997222,456.18824509057066,484.797404881863,1220.600545849839,2002.6589795363184,3506.6142036842293,302.16688033963743,346.3390094484288,3634.06066437266,8692.314210032966,4095.491319969504,27521.741242206484,125.47486797072415,155.00000021829362,6176.201212293927,153.3830192670211,1440.6622741361234,1725.62477571652,1662.0001270913262,5978.461719896698,365.3941969833555
Albania,ALB,1990,,102.63652573615762,1960.058212428441,0.209819959391,32.89219013076359,0,6471.857009531847,512.4002013824263,253.45443841960363,823.0569448251404,243.44123382384512,483.1102155199598,25.269639375061153,2405.9032704286183,87.91628763190008,31.956882525986483,0,144.73320078301174,160.79159051752106,1.1487116764120764,4.2382152342360335,43.0794404974246,398.30390021587925,25.551672376480607,846.5053378016258,7.441148421646377,0,71.43228103245448,4.583393989443821,34.38668032666914,119.94976708258726,0,74.00290283622026,12.25413333104525
Albania,ALB,1991,,109.9377067388345,2052.9385538251645,0.22005791708,37.252673366301835,0,6815.585079823424,550.7931696612337,263.4317124114289,856.21157429236,251.00448077204257,504.97385761162576,23.9356336158562,2526.632555864898,94.1398575298569,35.20316782376846,0,160.23799183682783,192.61897638780232,1.2651582612928423,5.436473230000543,42.526733215522235,415.5029908912325,22.972818915983275,828.1989371247902,8.060336664283708,0,72.53142069063874,4.928408295877951,38.88497511673939,127.93537731236415,0,80.8953467995864,14.30979160778616
Albania,ALB,1992,,108.13984142160992,1991.8570198194084,0.215383825816,38.54567344660767,1,6738.088213809491,578.4397164768725,254.7829046599252,838.7891753635671,249.13714291065762,502.37656831643113,21.125166331026453,2512.4868843863683,95.31501029173063,35.2114954825151,0,155.21453583672584,212.96323912453335,1.3818172032522704,5.649330359417321,39.0545357175709,400.11068263941735,19.3946580984116,809.5933592298868,8.225348234869035,11.000000033283467,69.12314989209077,4.959618132221269,40.169553301552995,125.68201602594664,1.0000000000038152,82.69098965003055,15.095544910120006
Albania,ALB,1993,,103.53243772878287,1896.258820442561,0.206717375885,40.15784531310402,,6602.321219565845,597.003132484629,243.83307387405,811.0195685320028,246.68127698600784,493.3449234522398,18.352622187481874,2482.430635604573,96.52630380172258,33.4632143755482,0,148.44224277427924,232.34781001272586,1.453076801463058,7.396409097988654,35.62793718977559,360.08700530198297,16.475825652726904,789.2113765329153,8.45904759754465,0,61.890489828128814,5.342536575756726,41.88654517405232,123.3583534184031,1.9999998737619915,83.45587158659433,17.316824548314575
Albania,ALB,1994,,96.464010428558,1744.172933667902,0.199610809513,40.22765033584988,1,6423.360789440279,600.6096412303158,232.69965110317278,765.399434642393,237.75084912532236,470.1677044130772,15.17642120773987,2429.923678483271,96.0799862152872,30.00359979989884,0,144.80744959148421,248.27348579897117,1.5392505832736973,11.6502902588606,31.721988571904753,313.38234015883137,13.686069925164597,775.8911955008097,8.760438120098032,1.0000000140428391,75.20612297667894,5.457830034400509,41.931057483189534,118.93365873277143,18.00000015672776,83.21430486099379,19.295762224424223
Albania,ALB,1995,,88.24897573977387,1579.4302171602499,0.184837904951,41.55884934765059,,6686.465842950816,609.9402887390712,240.51549927832372,756.2809840577635,235.66280178957624,452.1998621777324,12.89358865429476,2498.7706651056756,99.99508258931954,28.16337267528121,0,140.188442698955,285.6623140236283,1.6130571442051762,12.325991891222321,28.743218735964042,282.09463816118017,11.87237950699508,751.3741443854545,9.199327006204395,3.99999999667349,37.07763517524756,5.750727249886336,43.184315364120856,124.45961488905718,2.0000000507943567,87.63178799136328,20.229937700901296
Albania,ALB,1996,,80.8372278425275,1425.9876049863858,0.176677072067,41.63791227846088,7,7205.768235684225,644.351420981832,252.194625126156,776.1022941366922,235.72674568393325,437.93401395317704,10.752673197297588,2639.035957459875,107.74415916115657,26.486470551446132,0,133.6571423149518,326.00726837024615,1.665740550023426,12.3331108209223,28.50616011238249,263.82296891954263,10.609004160202497,728.6278114100179,9.414098953210424,1.0000000114287355,30.021869636390498,5.830902354187978,43.28842604904703,132.8850339986903,7.999999405441728,95.77065563407629,20.71335776073322
Albania,ALB,1997,,72.05572666122052,1259.4561329040766,0.171089247571,40.08676869523255,26,7513.232791439457,671.9343735261068,261.62880209722834,773.6525785709907,237.916283612788,429.82777324886416,9.458181667358522,2770.4705152093206,113.77099793276881,24.82674861632565,0,120.88264471074766,376.3869893159481,1.6621301189823046,11.442012557636419,26.9507670382861,252.97093465119102,9.409287511691495,701.5815200524153,9.564860315348906,1.0000000034503018,24.92751413999823,5.95227388091905,41.629354586985805,142.44984547114345,2025.9971928631617,102.4686760274116,20.656142222396905
Albania,ALB,1998,,65.2946831828525,1103.416580332319,0.167517257448,35.140013539335584,0,7735.341450589714,707.0085740330492,270.3678631956426,759.8612118786264,242.91289164240206,431.0749388000085,8.186501287188559,2931.1335584620333,119.54462313152959,24.085318656211175,0,122.12142772676663,411.06621352814017,1.8381614563286384,14.780432960300582,25.611580374640553,267.08374650112586,9.1940762428717,676.0690993907094,10.355187419279101,0,20.858567868710608,6.508943769062826,36.54349491622886,160.13051076977516,7.0000002039037605,107.5660809368799,22.462853952010043
Albania,ALB,1999,,60.84017766009706,1004.5456018179439,0.169063158229,31.209937980261973,6,7939.315422692319,744.2664140285757,274.022465969275,742.5501433670273,247.86454812504806,431.0619971402553,7.2191139640658495,3052.5281428749154,125.50867399756095,22.479546452071403,0,112.04036939139455,366.2056204700046,1.48162181453069,13.630410300028192,23.467538656489868,262.3825303168196,8.026764737515501,787.417339749272,10.890251586405352,0.9999999565037384,19.112680742279526,6.7568909157388735,32.58636477076113,160.6203108215378,11.99999997189242,112.9344497689031,22.51834642135929
Albania,ALB,2000,,54.165735765460354,855.8601536908762,0.171205152659,24.626475736056044,0,8103.507844586609,748.0150817302631,277.134421864196,722.4342356000989,240.0677326747713,410.85691565001457,5.9082287777942835,3047.608689802067,128.3290524912295,20.778664329766173,0,90.73217007191951,282.14633265128106,1.579072561082938,16.123345284052927,21.697522006397286,254.43697263483668,7.303911290072156,610.5791383088612,10.402795169288758,0,16.32167805576529,6.080587332994642,26.030510661158253,150.23047148759474,0.9999998561827554,117.68721750473732,21.10461506555213
Albania,ALB,2001,,47.62143722566234,708.9939180568165,0.174743822725,16.24013331972781,0,8271.554737023376,770.6777478771191,279.13454465892664,691.7411234210889,238.5753989757658,403.0653222689099,4.8377713711478325,3083.3705604425954,132.584198059948,20.03337871477109,0,83.65250294513787,238.96770355745446,1.646260234316251,21.582361355879556,19.890619007221147,270.14729065808643,6.488109380354935,546.3422979586198,10.79746283903705,0,13.58697132991984,6.026466352100787,17.66059297277083,155.48756927335398,5.0000001668592216,121.72968092285566,21.1000318041446
Albania,ALB,2002,,43.495472620305605,626.6807356918753,0.179087651257,12.516978880218346,,8679.038008600835,783.2063719882427,284.6901909950855,680.9006708907855,237.3284634978659,396.74959929408993,4.173114674563417,3170.1989396265744,138.33846014068368,19.570524474620463,0,78.10032314938863,199.66419846670968,1.6650943560658962,24.53934065085165,18.865943684505368,282.492667934474,6.2485918501221835,499.32101472018314,11.073470078313276,6.999999994787647,11.76117462943756,5.888019647743281,13.936142982812934,161.75478808574178,1.0000000034635033,128.56276002322696,20.206632977255193
Albania,ALB,2003,,39.98883088006565,564.3560946332575,0.183560513754,9.582810212804727,0,9133.324728466008,793.5636951669336,292.48430691629204,675.9062529628592,238.22851758976475,393.0282390289814,4.031558723074558,3256.949988920456,143.9605262510311,19.350784686712377,0,71.71455309670483,163.6179084413109,1.746323435308027,25.750198444548126,18.016052210809253,295.40827027611374,5.916338712721619,453.21184918902924,11.468292155202803,0,10.448166207600327,5.4827514503005155,10.890976035077973,168.08016320787215,0,133.74582770217896,18.742643076165162
Albania,ALB,2004,,36.90944027289633,506.4608527376966,0.186193882748,7.377369524166921,,9457.920180763775,813.4778854143932,297.3673820490944,663.0239358708335,241.464926848509,394.2297400789472,3.8286030938715645,3322.9343947012394,149.32190018542096,18.604589679946447,0,63.82486957623551,130.5081628366492,1.7858249127292636,25.78178631781989,17.043114024386828,295.8389870146601,5.768742319717336,409.8671107768024,11.827601403566053,1.0000000136941172,9.69155625043287,8.103192879643425,8.603494297470354,173.4201467415913,3.9999999657474796,134.65675329347076,16.703099393814043
