"city","city_ascii","state_id","State","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id","Total_Payments"
"Georgiana","Georgiana","AL","Alabama",1013,"Butler",31.6391,-86.7468,1632,1632,101,"polygon",TRUE,"America/Chicago","36033",1840003191,3920
"Greenville","Greenville","AL","Alabama",1013,"Butler",31.8437,-86.6379,5652,7632,137,"polygon",TRUE,"America/Chicago","36037",1840003498,1931833.69
"Piedmont","Piedmont","AL","Alabama",1015,"Calhoun",33.9267,-85.6157,3471,4618,181,"polygon",TRUE,"America/Chicago","36272",1840014781,15680
"Oxford","Oxford","AL","Alabama",1015,"Calhoun",33.5967,-85.8691,21180,21180,257,"polygon",TRUE,"America/Chicago","36260 36203 36253",1840014780,123480
"Jacksonville","Jacksonville","AL","Alabama",1015,"Calhoun",33.8088,-85.7544,12612,12612,444,"polygon",TRUE,"America/Chicago","36265",1840007433,2578605.49
"Anniston","Anniston","AL","Alabama",1015,"Calhoun",33.6713,-85.8136,75169,21770,184,"polygon",TRUE,"America/Chicago","36201 36206 36207 36205 36204",1840006563,125440
"Lafayette","Lafayette","AL","Alabama",1017,"Chambers",32.8997,-85.4007,2944,2944,128,"polygon",TRUE,"America/Chicago","36862",1840008339,883193.05
"Valley","Valley","AL","Alabama",1017,"Chambers",32.8086,-85.1792,20183,9259,305,"polygon",TRUE,"America/Chicago","36854 36872",1840015760,3920
"Waverly","Waverly","AL","Alabama",1017,"Chambers",32.7333,-85.5761,150,150,21,"polygon",TRUE,"America/Chicago","36879",1840016911,13132.24
"Leesburg","Leesburg","AL","Alabama",1019,"Cherokee",34.1838,-85.7753,1021,1021,61,"polygon",TRUE,"America/Chicago","35983",1840016636,332176.09
"Centre","Centre","AL","Alabama",1019,"Cherokee",34.1553,-85.6707,3716,3498,118,"polygon",TRUE,"America/Chicago","35960",1840001099,11760
"Clanton","Clanton","AL","Alabama",1021,"Chilton",32.8439,-86.623,5876,8756,147,"polygon",TRUE,"America/Chicago","35045 35046",1840006157,1960
"Jemison","Jemison","AL","Alabama",1021,"Chilton",32.9696,-86.7339,2627,2627,89,"polygon",TRUE,"America/Chicago","35085",1840014862,3920
"Needham","Needham","AL","Alabama",1023,"Choctaw",31.987,-88.3366,88,88,59,"polygon",TRUE,"America/Chicago","36915 36921",1840017018,80360
"Pennington","Pennington","AL","Alabama",1023,"Choctaw",32.1993,-88.0494,208,208,40,"polygon",TRUE,"America/Chicago","36916",1840017019,56840
"Toxey","Toxey","AL","Alabama",1023,"Choctaw",31.9107,-88.3092,128,128,72,"polygon",TRUE,"America/Chicago","36921",1840017017,3920
"Butler","Butler","AL","Alabama",1023,"Choctaw",32.0951,-88.214,1738,1738,120,"polygon",TRUE,"America/Chicago","36904",1840015823,127469.12
"Jackson","Jackson","AL","Alabama",1025,"Clarke",31.5318,-87.8915,2675,4790,118,"polygon",TRUE,"America/Chicago","36545",1840014935,878029.71
"Fulton","Fulton","AL","Alabama",1025,"Clarke",31.7916,-87.7397,255,255,40,"polygon",TRUE,"America/Chicago","36446 36451",1840002425,19600
"Thomasville","Thomasville","AL","Alabama",1025,"Clarke",31.9111,-87.7418,3076,3943,174,"polygon",TRUE,"America/Chicago","36784",1840015849,123480
"Ashland","Ashland","AL","Alabama",1027,"Clay",33.2704,-85.8337,1932,1932,101,"polygon",TRUE,"America/Chicago","36251",1840006738,257471.5
"Edwardsville","Edwardsville","AL","Alabama",1029,"Cleburne",33.8411,-85.4523,198,198,4,"polygon",TRUE,"America/Chicago","36262 36272 36261",1840007129,15680
"Heflin","Heflin","AL","Alabama",1029,"Cleburne",33.6471,-85.5698,3425,3425,82,"polygon",TRUE,"America/Chicago","36264",1840007380,1960
"Enterprise","Enterprise","AL","Alabama",1031,"Coffee",31.3276,-85.8459,38737,28247,356,"polygon",TRUE,"America/Chicago","36330 36331",1840001548,15680
"Elba","Elba","AL","Alabama",1031,"Coffee",31.4172,-86.0759,3875,3875,97,"polygon",TRUE,"America/Chicago","36323",1840001532,1960
"Kinston","Kinston","AL","Alabama",1031,"Coffee",31.22,-86.1705,545,545,43,"polygon",TRUE,"America/Chicago","36453",1840017090,37240
"Sheffield","Sheffield","AL","Alabama",1033,"Colbert",34.7557,-87.7008,8930,8930,541,"polygon",TRUE,"America/Chicago","35660",1840015537,19600
"Cherokee","Cherokee","AL","Alabama",1033,"Colbert",34.7577,-87.967,1005,1005,175,"polygon",TRUE,"America/Chicago","35616",1840016548,17640
"Evergreen","Evergreen","AL","Alabama",1035,"Conecuh",31.4379,-86.9584,2349,3676,90,"polygon",TRUE,"America/Chicago","36401",1840001842,3920
"Rockford","Rockford","AL","Alabama",1037,"Coosa",32.8896,-86.215,447,447,52,"polygon",TRUE,"America/Chicago","35136",1840005393,376223.67
"Libertyville","Libertyville","AL","Alabama",1039,"Covington",31.2428,-86.46,114,114,84,"polygon",TRUE,"America/Chicago","36420",1840017094,139323.04
"Sanford","Sanford","AL","Alabama",1039,"Covington",31.3006,-86.3975,254,254,23,"polygon",TRUE,"America/Chicago","36420 36421",1840018178,137200
"Florala","Florala","AL","Alabama",1039,"Covington",31.0176,-86.3138,1913,1913,70,"polygon",TRUE,"America/Chicago","36442",1840007209,1960
"Heath","Heath","AL","Alabama",1039,"Covington",31.3579,-86.4673,254,254,110,"polygon",TRUE,"America/Chicago","36421",1840015867,1960
"Andalusia","Andalusia","AL","Alabama",1039,"Covington",31.3101,-86.4781,6486,8787,172,"polygon",TRUE,"America/Chicago","36420 36421",1840004591,9800
"Glenwood","Glenwood","AL","Alabama",1041,"Crenshaw",31.6675,-86.173,186,186,98,"polygon",TRUE,"America/Chicago","36034",1840003300,3920
"Luverne","Luverne","AL","Alabama",1041,"Crenshaw",31.7186,-86.2687,2770,2770,68,"polygon",TRUE,"America/Chicago","36049",1840004042,25480
"Cullman","Cullman","AL","Alabama",1043,"Cullman",34.1791,-86.8402,19114,15385,306,"polygon",TRUE,"America/Chicago","35058 35055 35056",1840001354,49000
"Fairview","Fairview","AL","Alabama",1043,"Cullman",34.2477,-86.6843,459,459,65,"polygon",TRUE,"America/Chicago","35058",1840002078,23520
"Daleville","Daleville","AL","Alabama",1045,"Dale",31.2915,-85.7115,5122,5122,140,"polygon",TRUE,"America/Chicago","36322",1840014955,23520
"Grimes","Grimes","AL","Alabama",1045,"Dale",31.2999,-85.4502,543,543,167,"polygon",TRUE,"America/Chicago","36303 36350",1840003500,11760
"Newton","Newton","AL","Alabama",1045,"Dale",31.3423,-85.5893,1464,1464,39,"polygon",TRUE,"America/Chicago","36371 36352 36360",1840017088,344085.14
"Ozark","Ozark","AL","Alabama",1045,"Dale",31.4509,-85.6473,11678,14428,163,"polygon",TRUE,"America/Chicago","36360 36361",1840005283,17065.53
"Selma","Selma","AL","Alabama",1047,"Dallas",32.4166,-87.0336,21083,18370,513,"polygon",TRUE,"America/Chicago","36703 36701 36702",1840008329,33320
"Orrville","Orrville","AL","Alabama",1047,"Dallas",32.3068,-87.2454,178,178,66,"polygon",TRUE,"America/Chicago","36767",1840016970,11760
"Crossville","Crossville","AL","Alabama",1049,"DeKalb",34.2853,-85.9996,1847,1847,85,"polygon",TRUE,"America/Chicago","35962",1840016554,43120
"Collinsville","Collinsville","AL","Alabama",1049,"DeKalb",34.2669,-85.8653,1969,1969,194,"polygon",TRUE,"America/Chicago","35961",1840016553,15680
"Shiloh","Shiloh","AL","Alabama",1049,"DeKalb",34.4638,-85.878,278,278,62,"polygon",TRUE,"America/Chicago","35986",1840017915,11760
"Powell","Powell","AL","Alabama",1049,"DeKalb",34.5325,-85.8979,965,965,75,"polygon",TRUE,"America/Chicago","35986 35971",1840017914,111720
"Sylvania","Sylvania","AL","Alabama",1049,"DeKalb",34.5619,-85.8045,1882,1882,82,"polygon",TRUE,"America/Chicago","35988 35968",1840016558,142523.64
"Mentone","Mentone","AL","Alabama",1049,"DeKalb",34.5663,-85.5842,368,368,30,"polygon",TRUE,"America/Chicago","35984",1840016552,3920
"Henagar","Henagar","AL","Alabama",1049,"DeKalb",34.631,-85.7405,2353,2353,40,"polygon",TRUE,"America/Chicago","35978",1840014659,3920
"Elmore","Elmore","AL","Alabama",1051,"Elmore",32.5461,-86.3329,1306,1306,127,"polygon",TRUE,"America/Chicago","36025",1840016966,3920
"Wetumpka","Wetumpka","AL","Alabama",1051,"Elmore",32.5407,-86.2057,8310,8148,296,"polygon",TRUE,"America/Chicago","36093 36092",1840006013,1960
"Millbrook","Millbrook","AL","Alabama",1051,"Elmore",32.5033,-86.3729,15318,15318,461,"polygon",TRUE,"America/Chicago","36022 36054",1840014877,11760
"Atmore","Atmore","AL","Alabama",1053,"Escambia",31.0926,-87.4763,6368,9890,174,"polygon",TRUE,"America/Chicago","36502 36503 36504",1840013888,1960
"Riverview","Riverview","AL","Alabama",1053,"Escambia",31.0586,-87.0708,180,180,48,"polygon",TRUE,"America/Chicago","36426",1840018196,78400
"Altoona","Altoona","AL","Alabama",1055,"Etowah",34.031,-86.3181,917,917,81,"polygon",TRUE,"America/Chicago","35952",1840000720,203489.3
"Gadsden","Gadsden","AL","Alabama",1055,"Etowah",34.009,-86.0156,61656,35409,366,"polygon",TRUE,"America/Chicago","35901 35903 35904 35902",1840006332,139160
"Glencoe","Glencoe","AL","Alabama",1055,"Etowah",33.9447,-85.9319,5152,5152,117,"polygon",TRUE,"America/Chicago","35903 35905",1840003257,43120
"Attalla","Attalla","AL","Alabama",1055,"Etowah",34.0049,-86.104,5827,5827,322,"polygon",TRUE,"America/Chicago","35954",1840013655,7840
"Ridgeville","Ridgeville","AL","Alabama",1055,"Etowah",34.0569,-86.1029,107,107,50,"polygon",TRUE,"America/Chicago","35954",1840017966,1960
"Fayette","Fayette","AL","Alabama",1057,"Fayette",33.6943,-87.8307,3210,4350,196,"polygon",TRUE,"America/Chicago","35555",1840006295,9800
"Russellville","Russellville","AL","Alabama",1059,"Franklin",34.5055,-87.7282,9732,9697,279,"polygon",TRUE,"America/Chicago","35654 35653",1840004247,53017.86
"Hodges","Hodges","AL","Alabama",1059,"Franklin",34.334,-87.9299,281,281,26,"polygon",TRUE,"America/Chicago","35571",1840016624,3920
"Hartford","Hartford","AL","Alabama",1061,"Geneva",31.1055,-85.6916,2592,2592,160,"polygon",TRUE,"America/Chicago","36344",1840013892,352800
"Geneva","Geneva","AL","Alabama",1061,"Geneva",31.0437,-85.8764,2602,4365,106,"polygon",TRUE,"America/Chicago","36340",1840003161,182280
"Malvern","Malvern","AL","Alabama",1061,"Geneva",31.1428,-85.521,1441,1441,39,"polygon",TRUE,"America/Chicago","36375 36301 36305",1840017137,76588.91
"Union","Union","AL","Alabama",1063,"Greene",32.9938,-87.9071,219,219,102,"polygon",TRUE,"America/Chicago","35462",1840016909,45080
"Akron","Akron","AL","Alabama",1065,"Hale",32.8785,-87.7429,332,332,186,"polygon",TRUE,"America/Chicago","35441",1840015775,519982.47
"Moundville","Moundville","AL","Alabama",1065,"Hale",32.997,-87.6272,2598,2446,205,"polygon",TRUE,"America/Chicago","35474",1840016942,1960
"Greensboro","Greensboro","AL","Alabama",1065,"Hale",32.7014,-87.595,2314,2314,375,"polygon",TRUE,"America/Chicago","36744",1840006442,808752.74
"Newville","Newville","AL","Alabama",1067,"Henry",31.4206,-85.3367,513,513,49,"polygon",TRUE,"America/Chicago","36353",1840017073,3920
"Abbeville","Abbeville","AL","Alabama",1067,"Henry",31.5664,-85.2527,2567,2567,63,"polygon",TRUE,"America/Chicago","36310",1840000552,15680
"Columbia","Columbia","AL","Alabama",1069,"Houston",31.2968,-85.1103,730,730,71,"polygon",TRUE,"America/New_York","36319",1840017129,1619992.69
"Taylor","Taylor","AL","Alabama",1069,"Houston",31.1657,-85.4697,2396,2396,125,"polygon",TRUE,"America/Chicago","36301 36305",1840017133,49000
"Avon","Avon","AL","Alabama",1069,"Houston",31.1806,-85.2795,514,514,74,"polygon",TRUE,"America/Chicago","36312",1840015881,391999.41
"Dothan","Dothan","AL","Alabama",1069,"Houston",31.2336,-85.4068,71620,68202,293,"polygon",TRUE,"America/Chicago","36303 36301 36305 36321 36302 36304",1840001518,344960
"Cottonwood","Cottonwood","AL","Alabama",1069,"Houston",31.0549,-85.301,1256,1256,84,"polygon",TRUE,"America/Chicago","36320",1840017130,23520
"Gordon","Gordon","AL","Alabama",1069,"Houston",31.1439,-85.0932,326,326,39,"polygon",TRUE,"America/Chicago","36343",1840006413,5880
"Scottsboro","Scottsboro","AL","Alabama",1071,"Jackson",34.6438,-86.0491,9874,14484,110,"polygon",TRUE,"America/Chicago","35768 35769",1840005605,11760
"Hollywood","Hollywood","AL","Alabama",1071,"Jackson",34.719,-85.965,969,969,41,"polygon",TRUE,"America/Chicago","35769 35752",1840016522,337354.07
"Woodville","Woodville","AL","Alabama",1071,"Jackson",34.6256,-86.2792,720,720,41,"polygon",TRUE,"America/Chicago","35776",1840016527,1960
"Bridgeport","Bridgeport","AL","Alabama",1071,"Jackson",34.9495,-85.7243,2312,2312,206,"polygon",TRUE,"America/Chicago","35740",1840001007,152790.52
"Pinson","Pinson","AL","Alabama",1073,"Jefferson",33.7062,-86.6655,7532,7532,255,"polygon",TRUE,"America/Chicago","35215 35126 35123",1840022941,5880
"Hoover","Hoover","AL","Alabama",1073,"Jefferson",33.3763,-86.8058,84920,84920,696,"polygon",TRUE,"America/Chicago","35216 35244 35242 35226 35236 35260",1840014795,27440
"Trussville","Trussville","AL","Alabama",1073,"Jefferson",33.639,-86.5832,21827,21827,252,"polygon",TRUE,"America/Chicago","35235 35173",1840015672,3920
"Bessemer","Bessemer","AL","Alabama",1073,"Jefferson",33.3709,-86.9714,26386,26386,251,"polygon",TRUE,"America/Chicago","35022 35020",1840013732,66640
"Brighton","Brighton","AL","Alabama",1073,"Jefferson",33.4393,-86.9454,2801,2801,764,"polygon",TRUE,"America/Chicago","35020",1840013734,176111.64
"Homewood","Homewood","AL","Alabama",1073,"Jefferson",33.4617,-86.8092,25476,25476,1179,"polygon",TRUE,"America/Chicago","35229 35209 35219 35293",1840014794,127400
"Tarrant","Tarrant","AL","Alabama",1073,"Jefferson",33.5941,-86.7684,6201,6201,377,"polygon",TRUE,"America/Chicago","35217",1840015671,1960
"Birmingham","Birmingham","AL","Alabama",1073,"Jefferson",33.5276,-86.7988,744189,210710,557,"polygon",TRUE,"America/Chicago","35218 35214 35215 35217 35210 35211 35212 35213 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35243 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298",1840006507,1629988.44
"Kimberly","Kimberly","AL","Alabama",1073,"Jefferson",33.7758,-86.797,3173,3173,209,"polygon",TRUE,"America/Chicago","35071 35091 35116",1840016799,7840
"Graysville","Graysville","AL","Alabama",1073,"Jefferson",33.6583,-86.9674,2094,2094,47,"polygon",TRUE,"America/Chicago","35073",1840003493,3920
"Morris","Morris","AL","Alabama",1073,"Jefferson",33.7467,-86.8039,1970,1970,251,"polygon",TRUE,"America/Chicago","35071 35116",1840016801,27440
"Warrior","Warrior","AL","Alabama",1073,"Jefferson",33.8153,-86.8153,3208,3208,126,"polygon",TRUE,"America/Chicago","35180",1840015674,3920
"Adamsville","Adamsville","AL","Alabama",1073,"Jefferson",33.6063,-86.9745,4347,4347,66,"polygon",TRUE,"America/Chicago","35214 35060 35073 35005",1840013724,5880
"Gardendale","Gardendale","AL","Alabama",1073,"Jefferson",33.6676,-86.807,13906,13906,233,"polygon",TRUE,"America/Chicago","35071 35119",1840002820,7840
"Fairfield","Fairfield","AL","Alabama",1073,"Jefferson",33.4747,-86.9194,10683,10683,1188,"polygon",TRUE,"America/Chicago","35064",1840001883,313858.37
"Hueytown","Hueytown","AL","Alabama",1073,"Jefferson",33.4237,-87.0221,15460,15460,303,"polygon",TRUE,"America/Chicago","35023 35061",1840014796,13720
"Fultondale","Fultondale","AL","Alabama",1073,"Jefferson",33.6177,-86.8015,9190,9190,290,"polygon",TRUE,"America/Chicago","35217 35119 35068",1840002481,1960
"Vernon","Vernon","AL","Alabama",1075,"Lamar",33.7589,-88.1144,1877,1877,123,"polygon",TRUE,"America/Chicago","35592",1840005593,47040
"Beaverton","Beaverton","AL","Alabama",1075,"Lamar",33.9354,-88.0218,185,185,15,"polygon",TRUE,"America/Chicago","35544",1840015635,53640.42
"Detroit","Detroit","AL","Alabama",1075,"Lamar",34.0274,-88.1678,225,225,65,"polygon",TRUE,"America/Chicago","35552",1840016757,1768464.14
"Waterloo","Waterloo","AL","Alabama",1077,"Lauderdale",34.9173,-88.0654,200,200,103,"polygon",TRUE,"America/Chicago","35677",1840016505,281235.89
"Lexington","Lexington","AL","Alabama",1077,"Lauderdale",34.9652,-87.3735,717,717,85,"polygon",TRUE,"America/Chicago","35648",1840016504,1362412.14
"Anderson","Anderson","AL","Alabama",1077,"Lauderdale",34.9147,-87.2716,276,276,82,"polygon",TRUE,"America/Chicago","35610",1840015513,272440
"Rogersville","Rogersville","AL","Alabama",1077,"Lauderdale",34.8251,-87.2821,1230,1230,156,"polygon",TRUE,"America/Chicago","35652",1840017891,5880
"Killen","Killen","AL","Alabama",1077,"Lauderdale",34.8607,-87.5269,972,972,185,"polygon",TRUE,"America/Chicago","35645",1840016503,3920
"Florence","Florence","AL","Alabama",1077,"Lauderdale",34.83,-87.6658,78112,39852,589,"polygon",TRUE,"America/Chicago","35633 35630 35631 35632",1840002083,367890.37
"Moulton","Moulton","AL","Alabama",1079,"Lawrence",34.4844,-87.2832,2740,3258,209,"polygon",TRUE,"America/Chicago","35650",1840008190,7840
"Hillsboro","Hillsboro","AL","Alabama",1079,"Lawrence",34.6408,-87.1837,518,518,106,"polygon",TRUE,"America/Chicago","35643",1840016589,107374.12
"Opelika","Opelika","AL","Alabama",1081,"Lee",32.6621,-85.3772,30240,30240,195,"polygon",TRUE,"America/Chicago","36801 36804 36803",1840005210,72520
"Auburn","Auburn","AL","Alabama",1081,"Lee",32.6084,-85.4897,89577,63973,419,"polygon",TRUE,"America/Chicago","36849 36832 36830 36831",1840013810,266174.81
"Athens","Athens","AL","Alabama",1083,"Limestone",34.7847,-86.951,29192,25616,248,"polygon",TRUE,"America/Chicago","35611 35613 35612",1840000935,499499.16
"Mooresville","Mooresville","AL","Alabama",1083,"Limestone",34.627,-86.88,59,59,191,"polygon",TRUE,"America/Chicago","35649",1840016510,214683.97
"Ardmore","Ardmore","AL","Alabama",1083,"Limestone",34.9847,-86.8373,1398,1398,264,"polygon",TRUE,"America/Chicago","35739",1840015515,51256.32
"Benton","Benton","AL","Alabama",1085,"Lowndes",32.3078,-86.818,43,43,54,"polygon",TRUE,"America/Chicago","36785 36752",1840015812,50960
"Franklin","Franklin","AL","Alabama",1087,"Macon",32.4551,-85.8066,129,129,11,"polygon",TRUE,"America/Chicago","36083",1840016980,450685.25
"Huntsville","Huntsville","AL","Alabama",1089,"Madison",34.6989,-86.6414,309716,194585,352,"polygon",TRUE,"America/Chicago","35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899",1840005061,513478.94
"Madison","Madison","AL","Alabama",1089,"Madison",34.7113,-86.7617,48861,48861,637,"polygon",TRUE,"America/Chicago","35756 35758",1840015524,1591184.54
"Providence","Providence","AL","Alabama",1091,"Marengo",32.3424,-87.7761,204,204,45,"polygon",TRUE,"America/Chicago","36748 36742",1840018105,390771.08
"Linden","Linden","AL","Alabama",1091,"Marengo",32.3001,-87.7926,1936,1936,208,"polygon",TRUE,"America/Chicago","36748",1840005138,56840
"Demopolis","Demopolis","AL","Alabama",1091,"Marengo",32.498,-87.8298,5907,6851,149,"polygon",TRUE,"America/Chicago","36732 36742",1840014897,3920
"Dayton","Dayton","AL","Alabama",1091,"Marengo",32.3509,-87.6416,47,47,18,"polygon",TRUE,"America/Chicago","36738 36748",1840016995,665531.23
"Thomaston","Thomaston","AL","Alabama",1091,"Marengo",32.2683,-87.6237,386,386,74,"polygon",TRUE,"America/Chicago","36783",1840016998,31360
"Hamilton","Hamilton","AL","Alabama",1093,"Marion",34.1346,-87.9755,6646,6646,67,"polygon",TRUE,"America/Chicago","35570",1840003629,447423.47
"Winfield","Winfield","AL","Alabama",1093,"Marion",33.9311,-87.797,4468,4468,98,"polygon",TRUE,"America/Chicago","35594",1840015587,209924
"Douglas","Douglas","AL","Alabama",1095,"Marshall",34.1705,-86.3224,768,768,87,"polygon",TRUE,"America/Chicago","35957 35980 35964",1840016619,17640
"Arab","Arab","AL","Alabama",1095,"Marshall",34.3308,-86.499,8244,8284,241,"polygon",TRUE,"America/Chicago","35016",1840013600,3920
"Grant","Grant","AL","Alabama",1095,"Marshall",34.519,-86.2492,908,908,190,"polygon",TRUE,"America/Chicago","35747",1840016620,15680
"Guntersville","Guntersville","AL","Alabama",1095,"Marshall",34.3674,-86.2634,8429,8429,128,"polygon",TRUE,"America/Chicago","35976",1840006456,17640
"Albertville","Albertville","AL","Alabama",1095,"Marshall",34.2631,-86.2106,37220,21392,311,"polygon",TRUE,"America/Chicago","35951 35950",1840013599,23520
"Boaz","Boaz","AL","Alabama",1095,"Marshall",34.1985,-86.1529,9652,9652,256,"polygon",TRUE,"America/Chicago","35957 35956",1840013602,11760
"Mobile","Mobile","AL","Alabama",1097,"Mobile",30.6783,-88.1162,318084,190265,526,"polygon",TRUE,"America/Chicago","36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691",1840006009,549111.29
"Saraland","Saraland","AL","Alabama",1097,"Mobile",30.8453,-88.0988,14576,14576,183,"polygon",TRUE,"America/Chicago","36571",1840015886,19600
"Monroeville","Monroeville","AL","Alabama",1099,"Monroe",31.5164,-87.328,4395,5927,171,"polygon",TRUE,"America/Chicago","36460 36461",1840005191,115640
"Beatrice","Beatrice","AL","Alabama",1099,"Monroe",31.7334,-87.209,280,280,79,"polygon",TRUE,"America/Chicago","36425",1840015858,13720
"Montgomery","Montgomery","AL","Alabama",1101,"Montgomery",32.347,-86.2663,255908,199518,481,"polygon",TRUE,"America/Chicago","36064 36112 36113 36110 36111 36116 36117 36115 36108 36105 36104 36106 36109 36107 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191",1840008353,331240
"Trinity","Trinity","AL","Alabama",1103,"Morgan",34.6004,-87.0837,2156,2156,189,"polygon",TRUE,"America/Chicago","35673",1840016612,49000
"Hartselle","Hartselle","AL","Alabama",1103,"Morgan",34.4391,-86.94,14373,14373,337,"polygon",TRUE,"America/Chicago","35640",1840013593,1960
"Decatur","Decatur","AL","Alabama",1103,"Morgan",34.573,-86.9905,68816,54405,388,"polygon",TRUE,"America/Chicago","35603 35601 35602 35609",1840001403,374092.67
"Somerville","Somerville","AL","Alabama",1103,"Morgan",34.4687,-86.7956,723,723,101,"polygon",TRUE,"America/Chicago","35670 35640",1840004313,73525.66
"Marion","Marion","AL","Alabama",1105,"Perry",32.6318,-87.3172,3314,3314,121,"polygon",TRUE,"America/Chicago","36756",1840008188,255404.39
"Uniontown","Uniontown","AL","Alabama",1105,"Perry",32.449,-87.4958,2320,2320,59,"polygon",TRUE,"America/Chicago","36786",1840016959,68600
"Memphis","Memphis","AL","Alabama",1107,"Pickens",33.1369,-88.3008,28,28,27,"polygon",TRUE,"America/Chicago","35442",1840016852,891923.64
"Carrollton","Carrollton","AL","Alabama",1107,"Pickens",33.2619,-88.0951,968,968,181,"polygon",TRUE,"America/Chicago","35447",1840004806,163614.76
"Goshen","Goshen","AL","Alabama",1109,"Pike",31.7182,-86.1242,253,253,38,"polygon",TRUE,"America/Chicago","36035",1840003403,115640
"Brundidge","Brundidge","AL","Alabama",1109,"Pike",31.7182,-85.8177,1952,1952,77,"polygon",TRUE,"America/Chicago","36010",1840013848,1960
"Troy","Troy","AL","Alabama",1109,"Pike",31.8021,-85.9665,16782,19037,260,"polygon",TRUE,"America/Chicago","36079 36081 36082",1840005558,885864.1
"Roanoke","Roanoke","AL","Alabama",1111,"Randolph",33.1453,-85.3694,4176,5934,122,"polygon",TRUE,"America/Chicago","36274",1840014834,411576.05
"Woodland","Woodland","AL","Alabama",1111,"Randolph",33.3756,-85.3975,181,181,44,"polygon",TRUE,"America/Chicago","36280",1840016866,9830.55
"Springville","Springville","AL","Alabama",1115,"St. Clair",33.7643,-86.4749,2879,4233,183,"polygon",TRUE,"America/Chicago","35146",1840015642,15680
"Riverside","Riverside","AL","Alabama",1115,"St. Clair",33.6171,-86.2042,2294,2294,102,"polygon",TRUE,"America/Chicago","35135 35125",1840017995,119846.59
"Moody","Moody","AL","Alabama",1115,"St. Clair",33.5986,-86.4963,12956,12956,204,"polygon",TRUE,"America/Chicago","35004 35094 35173 35120",1840014770,5880
"Ashville","Ashville","AL","Alabama",1115,"St. Clair",33.8331,-86.2698,2291,2291,46,"polygon",TRUE,"America/Chicago","35953 35987",1840013697,9650.38
"Vincent","Vincent","AL","Alabama",1117,"Shelby",33.3849,-86.4087,2162,2162,40,"polygon",TRUE,"America/Chicago","35178",1840016848,11760
"Wilton","Wilton","AL","Alabama",1117,"Shelby",33.0813,-86.8799,688,688,277,"polygon",TRUE,"America/Chicago","35187 35115",1840016851,31360
"Calera","Calera","AL","Alabama",1117,"Shelby",33.1249,-86.745,13979,13979,224,"polygon",TRUE,"America/Chicago","35040",1840013757,1960
