Country,Abb,X,Y,Time,Airline,Info,Source
New Zealand,NZL,170.475567,-43.987216,26.05.2020,Air Chathams,Air Chathams resumes various Auckland routes from late-May 2020,https://www.routesonline.com/news/38/airlineroute/291456/air-chathams-resumes-various-auckland-routes-from-late-may-2020/
New Zealand,NZL,170.475567,-43.987216,15.07.2020,Sounds Air,Sounds Air July/August 2020 operations,https://www.routesonline.com/news/38/airlineroute/292464/sounds-air-julyaugust-2020-operations/
Nicaragua,NIC,-85.038304,12.845729,20.05.2020,TACA/ Avianca,Avianca/TACA adds Managua ?€? Miami service from Aug 2020,https://www.routesonline.com/news/38/airlineroute/291363/aviancataca-adds-a321-managua-miami-service-from-aug-2020/
Niger,NER,9.403063,17.423744,,,,
Nigeria,NGA,8.111462,9.619246,25.06.2020,Dana Air,Dana Air prepares for flight resumption,"https://www.premiumtimesng.com/news/more-news/399556-dana-air-prepares-for-flight-resumption.html"
Nigeria,NGA,8.111462,9.619246,07.07.2020,Overland Airways,Overland Airways to resume scheduled flight July 15,https://www.worldstagegroup.com/overland-airways-to-resume-scheduled-flight-july-15/
Nigeria,NGA,8.111462,9.619246,06.07.2020,Air Arik,Arik Air to resume domestic flights on July 8,https://www.thecable.ng/arik-air-resume-domestic-flights-july-8
Niue,NIU,-169.85833,-19.05187,,,,
Norfolk Island,NFK,167.952344,-29.032574,,,,
North Macedonia,MKD,21.700791,41.60048,,,,
Northern Mariana Islands,MNP,145.753646,15.188972,30.06.2020,Star Marianas,Star Marianas Air July 2020 operations,https://www.routesonline.com/news/38/airlineroute/292147/star-marianas-air-july-2020-operations/
Norway,NOR,11.478464,61.343111,24.06.2020,Norwegian,Norwegian July 2020 operations as of 23JUN20,https://www.routesonline.com/news/38/airlineroute/292022/norwegian-july-2020-operations-as-of-23jun20/
Norway,NOR,11.478464,61.343111,03.07.2020,Norwegian,Norwegian resumes flights from Riga,"https://eng.lsm.lv/article/economy/transport/norwegian-resumes-flights-from-riga.a365936/"
Norway,NOR,11.478464,61.343111,17.07.2020,Norwegian,Norwegian Air UK W20 US operation changes as of 16JUL20,https://www.routesonline.com/news/38/airlineroute/292532/norwegian-air-uk-w20-us-operation-changes-as-of-16jul20/
Norway,NOR,11.478464,61.343111,21.05.2020,Wider??e,Wider??e schedules new routes June - Aug 2020,https://www.routesonline.com/news/38/airlineroute/291386/widere-schedules-new-routes-june-aug-2020/
Norway,NOR,11.478464,61.343111,25.06.2020,Wider??e,Wider??e adds Bergen ?€? London Southend service from late-Aug 2020,https://www.routesonline.com/news/38/airlineroute/292055/widere-adds-bergen-london-southend-service-from-late-aug-2020/
Oman,OMN,57.879121,21.990536,03.06.2020,Oman Air,Oman Air July 2020 Europe service revision as of 03JUN20,https://www.routesonline.com/news/38/airlineroute/291611/oman-air-july-2020-europe-service-revision-as-of-03jun20/
Pakistan,PAK,68.808093,29.37884,04.06.2020,PIA,Pakistan International Airlines May/June 2020 Domestic operations as of 04JUN20,https://www.routesonline.com/news/38/airlineroute/291654/pakistan-international-airlines-mayjune-2020-domestic-operations-as-of-04jun20/
Pakistan,PAK,68.808093,29.37884,23.06.2020,PIA,Pakistan International Airlines July 2020 Preliminary International service as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/292006/pakistan-international-airlines-july-2020-preliminary-international-service-as-of-21jun20/
Pakistan,PAK,68.808093,29.37884,30.06.2020,PIA,European agency suspends authorization for Pakistan International Airlines to operate in Europe for six months effective 1 July,"https://www.reuters.com/article/us-pakistan-airlines-eu/eu-safety-agency-suspends-pakistani-airlines-european-authorisation-for-six-months-idUSKBN2412MT#:~:text=%E2%80%9CEASA%20has%20temporarily%20suspended%20PIA's,PIA%20said%20in%20a%20statement.&text=PIA%20is%20also%20allowed%20over,national%20flag%20carrier's%20spokesman%20said."
Pakistan,PAK,68.808093,29.37884,09.07.2020,PIA,U.S. bans Pakistan International Airlines flights over pilot concerns,https://www.reuters.com/article/pakistan-airlines-usa/u-s-bans-pakistan-international-airlines-flights-over-pilot-concerns-idUSL4N2EG4BU
Pakistan,PAK,68.808093,29.37884,09.07.2020,PIA,PIA to resume regular UAE flights from Thursday,https://www.outlookindia.com/newsscroll/pia-to-resume-regular-uae-flights-from-thursday/1890330
Palau,PLW,134.56581,7.499895,,,,
Palmyra Atoll,UMI,-162.08226,5.887362,,,,
Panama,PAN,-80.09271,8.520588,10.07.2020,COPA Airlines,Copa Airlines August - November 2020 operations as of 09JUL20,https://www.routesonline.com/news/38/airlineroute/292380/copa-airlines-august-november-2020-operations-as-of-09jul20/
Papua New Guinea,PNG,145.859066,-6.758285,10.07.2020,Air Niugini,Air Niugini July/August 2020 International operations as of 09JUL20,https://www.routesonline.com/news/38/airlineroute/292373/air-niugini-julyaugust-2020-international-operations-as-of-09jul20/
Paracel Islands,xPI,112.338214,16.834463,,,,
Paraguay,PRY,-60.548542,-21.702162,,,,
Peru,PER,-71.821304,-13.590187,,,,
Philippines,PHL,120.861863,14.16474,13.07.2020,Cebu Pacific Air,Cebu Pacific resumes Dubai service from mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292410/cebu-pacific-resumes-dubai-service-from-mid-july-2020/
Philippines,PHL,120.861863,14.16474,02.06.2020,Cebu Pacific Air,Cebu Pacific 03/04JUN20 domestic operations,https://www.routesonline.com/news/38/airlineroute/291565/cebu-pacific-0304jun20-domestic-operations/
Philippines,PHL,120.861863,14.16474,01.06.2020,Phillipine Airlines,"Philippine Airlines June 2020 Domestic operations as of 31MAY20, eff. 01JUN20",https://www.routesonline.com/news/38/airlineroute/291539/philippine-airlines-june-2020-domestic-operations-as-of-31may20/
Philippines,PHL,120.861863,14.16474,17.06.2020,Phillipine Airlines,Philippine Airlines June/July 2020 International operations as of 16JUN20,https://www.routesonline.com/news/38/airlineroute/291864/philippine-airlines-junejuly-2020-international-operations-as-of-16jun20/
Philippines,PHL,120.861863,14.16474,17.07.2020,Philippines AirAsia,Philippines AirAsia domestic network adjustment from July 2020,https://www.routesonline.com/news/38/airlineroute/292513/philippines-airasia-domestic-network-adjustment-from-july-2020/
Pitcairn,PCN,-128.32289,-24.376819,,,,
Poland,POL,19.406603,52.122668,29.06.2020,LOT,LOT Polish Airlines July 2020 operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292112/lot-polish-airlines-july-2020-operations-as-of-26jun20/
Poland,POL,19.406603,52.122668,08.07.2020,LOT,LOT Polish Airlines July/August 2020 Inter-continental network as of 08JUL20,https://www.routesonline.com/news/38/airlineroute/292346/lot-polish-airlines-julyaugust-2020-inter-continental-network-as-of-08jul20/
Portugal,PRT,-7.961526,39.685014,01.06.2020,TAP,TAP Air Portugal June ?€? August 2020 operations as of 31MAY20,https://www.routesonline.com/news/38/airlineroute/291544/tap-air-portugal-june-august-2020-operations-as-of-31may20/
Portugal,PRT,-7.961526,39.685014,13.07.2020,Azores Airlines,"Azores Airlines Resumes Non-Stop Flights to Boston, Toronto, Frankfurt",https://airlinegeeks.com/2020/07/12/azores-airlines-resumes-direct-flights-to-boston-toronto-frankfurt/
Portugal,PRT,-7.961526,39.685014,11.06.2020,Azores Airlines,Azores Airlines gradual service resumption in May/June 2020,https://www.routesonline.com/news/38/airlineroute/291777/azores-airlines-gradual-service-resumption-in-mayjune-2020/
Portugal,PRT,-7.961526,39.685014,12.06.2020,Orbest Airlines,Orbest Airlines extends scheduled service suspension to July 2020,https://www.routesonline.com/news/38/airlineroute/291797/orbest-airlines-extends-scheduled-service-suspension-to-july-2020/
Puerto Rico,PRI,-66.479397,18.224744,29.06.2020,Silver Airways,Silver Airways July 2020 Caribbean operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292109/silver-airways-july-2020-caribbean-operations-as-of-26jun20/
Qatar,QAT,51.193104,25.286199,15.06.2020,Qatar Airways,Qatar Airways Jun - Aug 2020 operations as of 1015GMT 15JUN20,https://www.routesonline.com/news/38/airlineroute/291822/qatar-airways-jun-aug-2020-operations-as-of-1015gmt-15jun20/?highlight=Qatar%20Airways
Qatar,QAT,51.193104,25.286199,15.07.2020,Qatar Airways,Qatar Airways removes A380 schedules as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292466/qatar-airways-removes-a380-schedules-as-of-12jul20/
Qatar,QAT,51.193104,25.286199,15.07.2020,Qatar Airways,Qatar Airways intends to resume Auckland service from Aug 2020,https://www.routesonline.com/news/38/airlineroute/292467/qatar-airways-intends-to-resume-auckland-service-from-aug-2020/
Republic of Korea,KOR,127.843498,36.448643,30.06.2020,Korean Air,Korean Air July 2020 International operations as of 30JUN20,https://www.routesonline.com/news/38/airlineroute/292152/korean-air-july-2020-international-operations-as-of-30jun20/
Republic of Korea,KOR,127.843498,36.448643,10.06.2020,Korean Air,Korean Air cancels Incheon-Manila flights June 11 to July 31,https://www.pna.gov.ph/articles/1105546
Republic of Korea,KOR,127.843498,36.448643,12.06.2020,Korean Air,Korean Air resumes Boston service from late-August 2020,https://www.routesonline.com/news/38/airlineroute/291801/korean-air-resumes-boston-service-from-late-august-2020/
Republic of Korea,KOR,127.843498,36.448643,15.07.2020,Korean Air,Korean Air resumes Guangzhou service in August 2020,https://www.routesonline.com/news/38/airlineroute/292474/korean-air-resumes-guangzhou-service-in-august-2020/
Republic of Korea,KOR,127.843498,36.448643,17.07.2020,Korean Air,Korean Air NW20 Australia inventory update as of 0015GMT 17JUL20,https://www.routesonline.com/news/38/airlineroute/292517/korean-air-nw20-australia-inventory-update-as-of-0015gmt-17jul20/
Republic of Korea,KOR,127.843498,36.448643,23.06.2020,Asiana,Asiana Airlines July 2020 International operations as of 24JUN20,https://www.routesonline.com/news/38/airlineroute/292030/asiana-airlines-july-2020-international-operations-as-of-0400gmt-24jun20/
Republic of Korea,KOR,127.843498,36.448643,15.07.2020,Asiana,Asiana Airlines resumes Seoul Gimpo ?€? Tokyo Haneda service in August 2020,https://www.routesonline.com/news/38/airlineroute/292472/asiana-airlines-resumes-seoul-gimpo-tokyo-haneda-service-in-august-2020/
Republic of Korea,KOR,127.843498,36.448643,17.07.2020,Asiana,Asiana Airlines removes planned Seoul Gimpo ?€? Tokyo Haneda August 2020 resumption,https://www.routesonline.com/news/38/airlineroute/292533/asiana-airlines-removes-planned-seoul-gimpo-tokyo-haneda-august-2020-resumption/
Republic of Korea,KOR,127.843498,36.448643,16.06.2020,T'Way,T'Way Air closes Khabarovsk reservations from July 2020,https://www.routesonline.com/news/38/airlineroute/291830/tway-air-closes-khabarovsk-reservations-from-july-2020/
Republic of Korea,KOR,127.843498,36.448643,09.07.2020,T'Way,T'Way Air increases Seoul Incheon ?€? Hong Kong flights in August 2020,https://www.routesonline.com/news/38/airlineroute/292344/tway-air-increases-seoul-incheon-hong-kong-flights-in-august-2020/
Republic of Korea,KOR,127.843498,36.448643,09.07.2020,Air Busan,Air Busan to resume flights to China next week,http://www.koreaherald.com/view.php?ud=20200709000099
Republic of Korea,KOR,127.843498,36.448643,15.04.2020,Eastar Jet,Eastar Jet extends International suspension to late-June 2020,https://www.routesonline.com/news/38/airlineroute/290795/eastar-jet-extends-international-suspension-to-late-june-2020/
Republic of Korea,KOR,127.843498,36.448643,17.04.2020,Air Seoul,Air Seoul extends International cancellations to late-May 2020,https://www.routesonline.com/news/38/airlineroute/290831/air-seoul-extends-international-cancellations-to-late-may-2020/
Republic of Korea,KOR,127.843498,36.448643,15.06.2020,Jeju Air,Jeju Air adds Busan ?€? Yangyang service in 3Q20,https://www.routesonline.com/news/38/airlineroute/291811/jeju-air-adds-busan-yangyang-service-in-3q20/
Republic of Korea,KOR,127.843498,36.448643,18.06.2020,Jeju Air,Jeju Air plans Vietnam service resumption in late-July 2020,https://www.routesonline.com/news/38/airlineroute/291924/jeju-air-plans-vietnam-service-resumption-in-late-july-2020/
Republic of Korea,KOR,127.843498,36.448643,03.07.2020,Jeju Air,Jeju Air resumes Clark service in July 2020,https://www.routesonline.com/news/38/airlineroute/292234/jeju-air-resumes-clark-service-in-july-2020/
Republic of Korea,KOR,127.843498,36.448643,09.07.2020,Jeju Air,Jeju Air July 2020 Philippine operations as of 07JUL20,https://www.routesonline.com/news/38/airlineroute/292336/jeju-air-july-2020-philippine-operations-as-of-07jul20/
Republic of Korea,KOR,127.843498,36.448643,17.07.2020,Jeju Air,Jeju Air schedules one-time Saipan service in August 2020,https://www.routesonline.com/news/38/airlineroute/292536/jeju-air-schedules-one-time-saipan-service-in-august-2020/
Republic of Korea,KOR,127.843498,36.448643,15.06.2020,FlyGangwon,FlyGangwon adds Seoul Gimpo service in 3Q20,https://www.routesonline.com/news/38/airlineroute/291810/flygangwon-adds-seoul-gimpo-service-in-3q20/
Republic of Korea,KOR,127.843498,36.448643,14.07.2020,Jin Air,Jin Air July 2020 International network as of 13JUL20,https://www.routesonline.com/news/38/airlineroute/292429/jin-air-july-2020-international-network-as-of-13jul20/
Republic of Moldova,MDA,28.465062,47.202368,10.07.2020,HiSky,HiSky delays service launch to August 2020,https://www.routesonline.com/news/38/airlineroute/291160/hisky-further-delays-service-launch-to-june-2020/
Republic of Moldova,MDA,28.465062,47.202368,08.06.2020,Air Moldova,Air Moldova S20 revised operation as of 03JUN20,https://www.routesonline.com/news/38/airlineroute/291684/air-moldova-s20-revised-operation-as-of-03jun20/
Republic of Moldova,MDA,28.465062,47.202368,22.06.2020,FlyOne,FlyOne S20 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/291962/flyone-s20-operations-as-of-21jun20/
Reunion,REU,55.532473,-21.133149,14.07.2020,Air Austral,Air Austral July/August 2020 operations as of 13JUL20,https://www.routesonline.com/news/38/airlineroute/292439/air-austral-julyaugust-2020-operations-as-of-13jul20/
Romania,ROU,24.984983,45.838878,08.06.2020,TAROM,TAROM June 2020 operations as of 05JUN20,https://www.routesonline.com/news/38/airlineroute/291689/tarom-june-2020-operations-as-of-05jun20/
Romania,ROU,24.984983,45.838878,10.07.2020,Wizz,Wizz Air launches Bacau base in winter 2020,https://www.routesonline.com/news/38/airlineroute/292379/wizz-air-launches-bacau-base-in-w20/
Romania,ROU,24.984983,45.838878,15.07.2020,TAROM,TAROM July 2020 operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292458/tarom-july-2020-operations-as-of-12jul20/
Romania,ROU,24.984983,45.838878,15.07.2020,Blue Air,Blue Air expands its network with a daily service between Bucharest and Amsterdam in autumn 2020,https://www.aviation24.be/airlines/blue-air/blue-air-expands-its-network-with-a-daily-service-between-bucharest-and-amsterdam-in-autumn-2020/
Russian Federation,RUS,99.014058,61.618998,01.06.2020,Aeroflot,Aeroflot delays domestic addition from Moscow to July 2020,https://www.routesonline.com/news/38/airlineroute/291533/aeroflot-delays-domestic-addition-from-moscow-to-july-2020/
Russian Federation,RUS,99.014058,61.618998,03.07.2020,Aeroflot,Aeroflot July 2020 International operations as of 28JUN20,https://www.routesonline.com/news/38/airlineroute/292247/aeroflot-july-2020-international-operations-as-of-28jun20/
Russian Federation,RUS,99.014058,61.618998,19.03.2020,Rossiya,"Rossiya, announced it was suspending its flight from St. Petersburg to London.",https://www.ruaviation.com/news/2020/3/19/14848/?h19 
Russian Federation,RUS,99.014058,61.618998,28.03.2020,Azimuth,Azimuth March - May 2020 Regional / International service changes,https://www.routesonline.com/news/38/airlineroute/290534/azimuth-march-may-2020-regional-international-service-changes/
Russian Federation,RUS,99.014058,61.618998,31.03.2020,Pobeda,Pobeda to suspend all flights from April 1 to May 31,https://worldairlinenews.com/2020/03/30/pobeda-to-suspend-all-flights-from-april-1-to-may-31/
Russian Federation,RUS,99.014058,61.618998,27.05.2020,S7,S7 Airlines S20 International service reductions as of 27MAY20,https://www.routesonline.com/news/38/airlineroute/291477/s7-airlines-s20-international-service-reductions-as-of-1145gmt-27may20/
Russian Federation,RUS,99.014058,61.618998,19.05.2020,Aurora Airlines,Aurora resumes Khabarovsk ?€? Kavalerovo service eff. 02JUN20 to 29SEP20,https://www.routesonline.com/news/38/airlineroute/291336/aurora-resumes-khabarovsk-kavalerovo-service-in-s20/
Russian Federation,RUS,99.014058,61.618998,24.06.2020,Yakutia,Yakutia closes S20 Petropavlovsk-Kamchatsky ?€? Anchorage seasonal bookings,https://www.routesonline.com/news/38/airlineroute/292019/yakutia-closes-s20-petropavlovsk-kamchatsky-anchorage-seasonal-bookings/
Russian Federation,RUS,99.014058,61.618998,24.06.2020,Utair,Utair delays Surgut ?€? Tashkent launch to mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292027/utair-delays-surgut-tashkent-launch-to-mid-july-2020/
Russian Federation,RUS,99.014058,61.618998,25.06.2020,Nordwind,Nordwind adds new routes to Kaliningrad from mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292051/nordwind-adds-new-routes-to-kaliningrad-from-mid-july-2020/
Russian Federation,RUS,99.014058,61.618998,26.06.2020,Nordwind,Nordwind adds Manitogorsk service from late-June 2020,https://www.routesonline.com/news/38/airlineroute/292085/nordwind-adds-manitogorsk-service-from-late-june-2020/
Russian Federation,RUS,99.014058,61.618998,16.07.2020,Nordwind,Nordwind adds Sochi ?€? Saratov service from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292492/nordwind-adds-sochi-saratov-service-from-late-july-2020/
Russian Federation,RUS,99.014058,61.618998,15.07.2020,Wizz Air,Wizz Air further expands St. Petersburg network in 2020/21,https://www.routesonline.com/news/38/airlineroute/292459/wizz-air-further-expands-st-petersburg-network-in-202021/
Rwanda        ,RWA        ,29.923106,-1.999837,14.07.2020,Rwandair,Rwandair August 2020 operations as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292431/rwandair-august-2020-operations-as-of-12jul20/
Saba,ANT,-63.237736,17.631336,,,,
Saint Barth??lemy,BLM,-62.831638,17.896055,,,,
Saint Helena,SHN,-14.367084,-7.943579,,,,
Saint Helena,SHN,-9.941238,-40.317888,,,,
Saint Helena,SHN,-5.707424,-15.965211,,,,
Saint Helena,SHN,-12.284038,-37.11176,,,,
Saint Kitts and Nevis,KNA,-62.765706,17.33978,,,,
Saint Lucia,LCA,-60.967282,13.898456,,,,
Saint Martin,MAF,-63.049372,18.082975,25.05.2020,Ait Antilles,"Air Antilles, Air Cara??bes resume their regional flights as of May 25",https://www.thedailyherald.sx/islands/air-antilles-air-caraibes-resume-their-regional-flights-as-of-may-25
Saint Pierre et Miquelon,SPM,-56.321676,46.855208,,,,
Saint Vincent and the Grenadines,VCT,-61.189064,13.251505,,,,
Samoa,WSM,-172.44726,-13.620773,21.03.2020,Samoa Airways,"Flights between Samoa, Australia suspended until further notice because of COVID-19; flights between Apia, Auckland restricted",https://www.stuff.co.nz/national/health/coronavirus/120472548/coronavirus-samoa-suspends-all-flights-from-australia
San Marino,SMR,12.46329,43.938418,,,,
Sao Tome and Principe,STP,6.602138,0.239483,,,,
Saudi Arabia,SAU,44.547567,24.125926,13.07.2020,Saudia,Saudia August - October 2020 Preliminary International network as of 12JUL20,https://www.routesonline.com/news/38/airlineroute/292398/saudia-august-october-2020-preliminary-international-network-as-of-12jul20/
Saudi Arabia,SAU,44.547567,24.125926,29.05.2020,flynas,flynas outlines limited domestic operations from 31MAY20,https://www.routesonline.com/news/38/airlineroute/291518/flynas-outlines-limited-domestic-operations-from-31may20/
Scarborough Reef,xSR,117.780897,15.110537,,,,
Senegal,SEN,-14.446465,14.366687,19.04.2020,Air Senegal,Air Senegal extends scheduled service suspension to 30JUN20,https://www.routesonline.com/news/38/airlineroute/290677/air-senegal-extends-scheduled-service-suspension-till-mid-may-2020/
Senegal,SEN,-14.446465,14.366687,17.07.2020,Air Senegal,Air Senegal resumes Abidjan service from mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292510/air-senegal-resumes-abidjan-service-from-mid-july-2020/
Senkaku Islands,xSK,123.475678,25.745757,,,,
Serbia,SRB,20.803944,44.032994,23.06.2020,Air Serbia,Air Serbia resumes Oslo service from mid-July 2020,https://www.routesonline.com/news/38/airlineroute/292025/air-serbia-resumes-oslo-service-from-mid-july-2020/
Serbia,SRB,20.803944,44.032994,25.06.2020,Air Serbia,Air Serbia to resume flights to Italy in July,https://seenews.com/news/air-serbia-to-resume-flights-to-italy-in-july-704004
Germany,DEU,10.380614,51.08868,20.06.2020,Eurowings,Eurowings revises planned new routes in Summer of 2020,https://www.routesonline.com/news/38/airlineroute/291949/eurowings-revises-planned-new-routes-in-s20/
Germany,DEU,10.380614,51.08868,02.06.2020,Eurowings,Eurowings NS20 Long-Haul operations as of 01JUL20,https://www.routesonline.com/news/38/airlineroute/292218/eurowings-ns20-long-haul-operations-as-of-01jul20/
Germany,DEU,10.380614,51.08868,03.07.2020,Lufthansa,Lufthansa July ?€? October 2020 Inter-continental operations as of 02JUL20,https://www.routesonline.com/news/38/airlineroute/292243/lufthansa-july-october-2020-inter-continental-operations-as-of-02jul20/
Germany,DEU,10.380614,51.08868,03.06.2020,Lufthansa,Lufthansa European network eff. 15JUN20,https://www.routesonline.com/news/38/airlineroute/291602/lufthansa-june-2020-european-network-as-of-31may20/
Germany,DEU,10.380614,51.08868,23.06.2020,Lufthansa,Lufthansa to close SunExpress Germany,"https://www.ifn.news/posts/lufthansa-to-close-sunexpress-germany/"
Germany,DEU,10.380614,51.08868,21.05.2020,Condor ,Condor to resume its summer schedule on June 25,https://worldairlinenews.com/2020/05/21/condor-to-resume-its-summer-schedule-on-june-25/
Germany,DEU,10.380614,51.08868,12.06.2020,Condor,Condor Sep/Oct 2020 Long-Haul operations as of 11JUN20,https://www.routesonline.com/news/38/airlineroute/291799/condor-sepoct-2020-long-haul-operations-as-of-11jun20/
Germany,DEU,10.380614,51.08868,22.06.2020,Sundair,Sundair S20 operations as of 21JUN20,https://www.routesonline.com/news/38/airlineroute/291958/sundair-s20-operations-as-of-21jun20/
Germany,DEU,10.380614,51.08868,30.06.2020,TUIfly,TUIfly June - August 2020 operations as of 28JUN20,https://www.routesonline.com/news/38/airlineroute/292164/tuifly-june-august-2020-operations-as-of-28jun20/
Ghana,GHA,-1.205759,7.965053,20.04.2020,Africa World Airways,Africa World Airways resume limited operation from 21APR20,https://www.routesonline.com/news/38/airlineroute/290862/africa-world-airways-resume-limited-operation-from-21apr20/
Gibraltar,GIB,-5.34852,36.137681,,,,
Glorioso Islands,xFR,47.297676,-11.579769,,,,
Greece,GRC,22.583055,39.473008,06.07.2020,Aegean,Aegean Airlines July 2020 operations as of 03JUL20,https://www.routesonline.com/news/38/airlineroute/292269/aegean-airlines-july-2020-operations-as-of-03jul20/
Greece,GRC,22.583055,39.473008,01.06.2020,Ellinair,Ellinair resumes domestic flights from late-June 2020,https://www.routesonline.com/news/38/airlineroute/291531/ellinair-resumes-domestic-flights-from-late-june-2020/
Greenland,GRL,-41.393713,74.756257,08.06.2020,Air Greenland,Air Greenland resumes two-way Kangerlussuaq ?€? Copenhagen traffic from mid-June 2020,https://www.routesonline.com/news/38/airlineroute/291691/air-greenland-resumes-two-way-kangerlussuaq-copenhagen-traffic-from-mid-june-2020/
Greenland,GRL,-41.393713,74.756257,23.06.2020,Air Greenland,Air Greenland postpones flights to Copenhaguen for 03SEP20,https://www.routesonline.com/news/38/airlineroute/291989/air-greenland-cancels-narsarsuaq-copenhagen-service-in-s20/
Grenada,GRD,-61.683617,12.11436,,,,
Guadeloupe,GLP,-61.679736,16.159503,29.06.2020,Air Antilles,Air Antilles July 2020 operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292130/air-antilles-july-2020-operations-as-of-26jun20/
Guam,GUM,144.702964,13.35781,08.06.2020,United Airlines,United June - August 2020 Pohnpei / Chuuk routing changes,https://www.routesonline.com/news/38/airlineroute/291694/united-june-august-2020-pohnpei-chuuk-routing-changes/
Guatemala,GTM,-91.231217,15.003765,,,,
Guernsey,GGY,-2.579585,49.455676,01.06.2020,Aurigny,Aurigny extends interim schedule to late-August 2020,https://www.routesonline.com/news/38/airlineroute/291542/aurigny-extends-interim-schedule-to-late-august-2020/
Guinea,GIN,-11.280731,11.005651,,,,
Guinea-Bissau,GNB,-14.400762,12.117902,,,,
Guyana,GUY,-58.972763,4.792405,20.04.2020,Liat,LIAT suspends flights until 15 May because of COVID-19 ,https://www.nationnews.com/nationnews/news/245082/liat-passenger-flights-suspended
Haiti,HTI,-73.051343,18.321716,,,,
Hala'ib Triangle,"EGY, SDN",35.507186,22.367022,,,,
Heard Island and McDonald Islands,HMD,73.513147,-53.10263,,,,
Holy See,VAT,12.453166,41.903448,,,,
Honduras,HND,-86.613529,14.820544,,,,
Hong Kong,HKG,114.026644,22.397976,16.06.2020,HK Express,HK Express July 2020 operations as of 15JUN20,https://www.routesonline.com/news/38/airlineroute/291836/hk-express-july-2020-operations-as-of-15jun20/
Hong Kong,HKG,114.026644,22.397976,13.07.2020,HK Express,HK Express delays scheduled service resumption to August 2020,https://www.routesonline.com/news/38/airlineroute/292399/hk-express-delays-scheduled-service-resumption-to-august-2020/
Hong Kong,HKG,114.026644,22.397976,29.06.2020,Hong Kong Airlines,Hong Kong Airlines July 2020 operations as of 26JUN20,https://www.routesonline.com/news/38/airlineroute/292131/hong-kong-airlines-july-2020-operations-as-of-26jun20/
Hong Kong,HKG,114.026644,22.397976,09.07.2020,Cathay Pacific,Cathay Pacific July/August 2020 operations as of 08JUL20,https://www.routesonline.com/news/38/airlineroute/292342/cathay-pacific-julyaugust-2020-operations-as-of-08jul20/
Hong Kong,HKG,114.026644,22.397976,26.06.2020,T'Way Air,T'Way Air to resume Seoul Incheon ?€? Hong Kong service from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292076/tway-air-to-resume-seoul-incheon-hong-kong-service-from-late-july-2020/
Howland Island,UMI,-176.61696,0.807086,,,,
Hungary,HUN,19.412215,47.16514,04.05.2020,Wizz Air,"Wizz Air to fly to Abu Dhabi from JUN20. From BUD, OTP,  CLJ, KTW and SOF.",https://worldairlinenews.com/2020/05/04/wizz-air-to-fly-to-abu-dhabi/
Hungary,HUN,19.412215,47.16514,10.06.2020,Wizz Air,Wizz Air Summer 2020 new routes addition as of 09JUN20,https://www.routesonline.com/news/38/airlineroute/291731/wizz-air-s20-new-routes-addition-as-of-09jun20/
Hungary,HUN,19.412215,47.16514,10.07.2020,Wizz Air,Wizz Air further expands new routes launch in Summer 2020,https://www.routesonline.com/news/38/airlineroute/292378/wizz-air-further-expands-new-routes-launch-in-s20/
Hungary,HUN,19.412215,47.16514,30.06.2020,LOT,LOT Polish Airlines adds Budapest ?€? Seoul service from late-July 2020,https://www.routesonline.com/news/38/airlineroute/292148/lot-polish-airlines-adds-budapest-seoul-service-from-late-july-2020/
Iceland,ISL,-19.013973,64.790408,14.07.2020,Icelandair,Icelandair 20JUL ?€? 30AUG20 operations as of 13JUL20,https://www.routesonline.com/news/38/airlineroute/292445/icelandair-20jul-30aug20-operations-as-of-13jul20/
Iceland,ISL,-19.013973,64.790408,16.06.2020,Icelandair,Icelandair mid-July 2020 operations as of 15JUN20,https://www.routesonline.com/news/38/airlineroute/291829/icelandair-mid-july-2020-operations-as-of-15jun20/
Iceland,ISL,-19.013973,64.790408,19.06.2020,Air Iceland Connect,Air Iceland Connect resumes Greenland service in July 2020,https://www.routesonline.com/news/38/airlineroute/291937/air-iceland-connect-resumes-greenland-service-in-july-2020/
Ilemi Triangle,"SSD, KEN",35.037697,4.760151,,,,
India,IND,79.357702,22.348341,05.04.2020,Air Deccan,Air Deccan ceases operations until further notice ,https://www.indiatvnews.com/business/news-air-deccan-ceasing-operations-employees-to-go-on-sabbatical-without-pay-covid19-impact-604749
India,IND,79.357702,22.348341,28.05.2020,Air India,Domestic Flights: Air India Cancelled 93 Fights Till May 31 But Here is Some Good News For Flyers,https://www.india.com/business/domestic-flights-air-india-cancelled-93-fights-till-may-31-but-here-is-some-good-news-for-flyers-read-4042016/
