date,state,fips,cases,deaths,population,Confirmedbypop,Fatality
2020-04-13,Oregon,41,1584,53,10488084,0,0.033
2020-04-13,Pennsylvania,42,24295,563,762062,0.032,0.023
2020-04-13,Puerto Rico,72,903,45,NA,NA,0.05
2020-04-13,Rhode Island,44,2976,73,11689100,0,0.025
2020-04-13,South Carolina,45,3439,87,3956971,0.001,0.025
2020-04-13,South Dakota,46,867,6,4217737,0,0.007
2020-04-13,Tennessee,47,5483,114,12801989,0,0.021
2020-04-13,Texas,48,14487,320,1059361,0.014,0.022
2020-04-13,Utah,49,2368,18,5148714,0,0.008
2020-04-13,Vermont,50,748,27,884659,0.001,0.036
2020-04-13,Virgin Islands,78,51,1,NA,NA,0.02
2020-04-13,Virginia,51,5746,149,6829174,0.001,0.026
2020-04-13,Washington,53,10547,525,28995881,0,0.05
2020-04-13,West Virginia,54,638,9,3205958,0,0.014
2020-04-13,Wisconsin,55,3428,155,623989,0.005,0.045
2020-04-13,Wyoming,56,373,1,8535519,0,0.003
2020-04-14,Alabama,01,3953,114,55982803,0,0.029
2020-04-14,Alaska,02,283,7,68329004,0,0.025
2020-04-14,Arizona,04,3806,131,125580448,0,0.034
2020-04-14,Arkansas,05,1498,32,78347268,0,0.021
2020-04-14,California,06,25758,778,4903185,0.005,0.03
2020-04-14,Colorado,08,7941,329,731545,0.011,0.041
2020-04-14,Connecticut,09,13989,671,7278717,0.002,0.048
2020-04-14,Delaware,10,1926,43,3017804,0.001,0.022
2020-04-14,District of Columbia,11,2058,67,39512223,0,0.033
2020-04-14,Florida,12,21620,570,5758736,0.004,0.026
2020-04-14,Georgia,13,13913,517,3565287,0.004,0.037
2020-04-14,Guam,66,721,6,NA,NA,0.008
2020-04-14,Hawaii,15,511,9,973764,0.001,0.018
2020-04-14,Idaho,16,1538,39,705749,0.002,0.025
2020-04-14,Illinois,17,23247,878,21477737,0.001,0.038
2020-04-14,Indiana,18,8598,458,10617423,0.001,0.053
2020-04-14,Iowa,19,1899,44,1415872,0.001,0.023
2020-04-14,Kansas,20,1440,69,1787065,0.001,0.048
2020-04-14,Kentucky,21,2210,115,12671821,0,0.052
2020-04-14,Louisiana,22,21518,1013,6732219,0.003,0.047
2020-04-14,Maine,23,734,20,3155070,0,0.027
2020-04-14,Maryland,24,9472,302,2913314,0.003,0.032
2020-04-14,Massachusetts,25,28163,957,4467673,0.006,0.034
2020-04-14,Michigan,26,26845,1767,4648794,0.006,0.066
2020-04-14,Minnesota,27,1695,79,1344212,0.001,0.047
2020-04-14,Mississippi,28,3087,111,6045680,0.001,0.036
2020-04-14,Missouri,29,4686,151,6892503,0.001,0.032
2020-04-14,Montana,30,399,7,9986857,0,0.018
2020-04-14,Nebraska,31,930,21,5639632,0,0.023
2020-04-14,Nevada,32,3137,130,2976149,0.001,0.041
2020-04-14,New Hampshire,33,1091,27,6137428,0,0.025
2020-04-14,New Jersey,34,68824,2805,1068778,0.064,0.041
2020-04-14,New Mexico,35,1407,36,1934408,0.001,0.026
2020-04-14,New York,36,205375,14001,3080156,0.067,0.068
2020-04-14,North Carolina,37,4992,116,1359711,0.004,0.023
2020-04-14,North Dakota,38,341,9,8882190,0,0.026
2020-04-14,Northern Mariana Islands,69,13,2,NA,NA,0.154
2020-04-14,Ohio,39,7280,324,2096829,0.003,0.045
2020-04-14,Oklahoma,40,2184,109,19453561,0,0.05
2020-04-14,Oregon,41,1633,55,10488084,0,0.034
2020-04-14,Pennsylvania,42,25591,746,762062,0.034,0.029
2020-04-14,Puerto Rico,72,923,45,NA,NA,0.049
2020-04-14,Rhode Island,44,3251,80,11689100,0,0.025
2020-04-14,South Carolina,45,3553,97,3956971,0.001,0.027
2020-04-14,South Dakota,46,987,6,4217737,0,0.006
2020-04-14,Tennessee,47,5654,123,12801989,0,0.022
2020-04-14,Texas,48,15303,365,1059361,0.014,0.024
2020-04-14,Utah,49,2420,19,5148714,0,0.008
2020-04-14,Vermont,50,752,28,884659,0.001,0.037
2020-04-14,Virgin Islands,78,51,1,NA,NA,0.02
2020-04-14,Virginia,51,6173,154,6829174,0.001,0.025
2020-04-14,Washington,53,10711,552,28995881,0,0.052
2020-04-14,West Virginia,54,697,10,3205958,0,0.014
2020-04-14,Wisconsin,55,3555,172,623989,0.006,0.048
2020-04-14,Wyoming,56,373,1,8535519,0,0.003
2020-04-15,Alabama,01,4241,123,55982803,0,0.029
2020-04-15,Alaska,02,291,7,68329004,0,0.024
2020-04-15,Arizona,04,3962,142,125580448,0,0.036
2020-04-15,Arkansas,05,1599,34,78347268,0,0.021
2020-04-15,California,06,27107,885,4903185,0.006,0.033
2020-04-15,Colorado,08,8280,355,731545,0.011,0.043
2020-04-15,Connecticut,09,14755,868,7278717,0.002,0.059
2020-04-15,Delaware,10,2014,46,3017804,0.001,0.023
2020-04-15,District of Columbia,11,2197,72,39512223,0,0.033
2020-04-15,Florida,12,22526,613,5758736,0.004,0.027
2020-04-15,Georgia,13,14583,569,3565287,0.004,0.039
2020-04-15,Guam,66,750,6,NA,NA,0.008
2020-04-15,Hawaii,15,524,9,973764,0.001,0.017
2020-04-15,Idaho,16,1587,41,705749,0.002,0.026
2020-04-15,Illinois,17,24593,958,21477737,0.001,0.039
2020-04-15,Indiana,18,9030,511,10617423,0.001,0.057
2020-04-15,Iowa,19,1995,53,1415872,0.001,0.027
2020-04-15,Kansas,20,1503,76,1787065,0.001,0.051
2020-04-15,Kentucky,21,2295,124,12671821,0,0.054
2020-04-15,Louisiana,22,21951,1103,6732219,0.003,0.05
2020-04-15,Maine,23,770,24,3155070,0,0.031
2020-04-15,Maryland,24,10096,413,2913314,0.003,0.041
2020-04-15,Massachusetts,25,29918,1108,4467673,0.007,0.037
2020-04-15,Michigan,26,27894,1920,4648794,0.006,0.069
2020-04-15,Minnesota,27,1809,87,1344212,0.001,0.048
2020-04-15,Mississippi,28,3360,122,6045680,0.001,0.036
2020-04-15,Missouri,29,4895,164,6892503,0.001,0.034
2020-04-15,Montana,30,404,7,9986857,0,0.017
2020-04-15,Nebraska,31,994,22,5639632,0,0.022
2020-04-15,Nevada,32,3212,137,2976149,0.001,0.043
2020-04-15,New Hampshire,33,1139,32,6137428,0,0.028
2020-04-15,New Jersey,34,71030,3156,1068778,0.066,0.044
2020-04-15,New Mexico,35,1484,36,1934408,0.001,0.024
2020-04-15,New York,36,217130,14937,3080156,0.07,0.069
2020-04-15,North Carolina,37,5123,128,1359711,0.004,0.025
2020-04-15,North Dakota,38,365,9,8882190,0,0.025
2020-04-15,Northern Mariana Islands,69,13,2,NA,NA,0.154
2020-04-15,Ohio,39,7791,361,2096829,0.004,0.046
2020-04-15,Oklahoma,40,2263,123,19453561,0,0.054
2020-04-15,Oregon,41,1663,58,10488084,0,0.035
2020-04-15,Pennsylvania,42,26804,833,762062,0.035,0.031
2020-04-15,Puerto Rico,72,974,51,NA,NA,0.052
2020-04-15,Rhode Island,44,3529,87,11689100,0,0.025
2020-04-15,South Carolina,45,3656,107,3956971,0.001,0.029
2020-04-15,South Dakota,46,1168,6,4217737,0,0.005
2020-04-15,Tennessee,47,5864,135,12801989,0,0.023
2020-04-15,Texas,48,16106,395,1059361,0.015,0.025
2020-04-15,Utah,49,2549,20,5148714,0,0.008
2020-04-15,Vermont,50,759,29,884659,0.001,0.038
2020-04-15,Virgin Islands,78,51,1,NA,NA,0.02
2020-04-15,Virginia,51,6502,195,6829174,0.001,0.03
2020-04-15,Washington,53,10806,572,28995881,0,0.053
2020-04-15,West Virginia,54,725,12,3205958,0,0.017
2020-04-15,Wisconsin,55,3721,184,623989,0.006,0.049
2020-04-15,Wyoming,56,392,2,8535519,0,0.005
2020-04-16,Alabama,01,4404,137,55982803,0,0.031
2020-04-16,Alaska,02,298,7,68329004,0,0.023
2020-04-16,Arizona,04,4234,152,125580448,0,0.036
2020-04-16,Arkansas,05,1620,37,78347268,0,0.023
2020-04-16,California,06,28142,971,4903185,0.006,0.035
2020-04-16,Colorado,08,8675,374,731545,0.012,0.043
2020-04-16,Connecticut,09,15884,971,7278717,0.002,0.061
2020-04-16,Delaware,10,2075,52,3017804,0.001,0.025
2020-04-16,District of Columbia,11,2350,81,39512223,0,0.034
2020-04-16,Florida,12,23332,667,5758736,0.004,0.029
2020-04-16,Georgia,13,15644,611,3565287,0.004,0.039
2020-04-16,Guam,66,790,6,NA,NA,0.008
2020-04-16,Hawaii,15,535,9,973764,0.001,0.017
2020-04-16,Idaho,16,1609,41,705749,0.002,0.025
2020-04-16,Illinois,17,25734,1081,21477737,0.001,0.042
2020-04-16,Indiana,18,9619,554,10617423,0.001,0.058
2020-04-16,Iowa,19,2141,60,1415872,0.002,0.028
2020-04-16,Kansas,20,1595,80,1787065,0.001,0.05
2020-04-16,Kentucky,21,2429,131,12671821,0,0.054
2020-04-16,Louisiana,22,22532,1156,6732219,0.003,0.051
2020-04-16,Maine,23,796,27,3155070,0,0.034
2020-04-16,Maryland,24,10851,459,2913314,0.004,0.042
2020-04-16,Massachusetts,25,32181,1245,4467673,0.007,0.039
2020-04-16,Michigan,26,29120,2092,4648794,0.006,0.072
2020-04-16,Minnesota,27,1912,94,1344212,0.001,0.049
2020-04-16,Mississippi,28,3624,129,6045680,0.001,0.036
2020-04-16,Missouri,29,5111,170,6892503,0.001,0.033
2020-04-16,Montana,30,415,7,9986857,0,0.017
2020-04-16,Nebraska,31,1094,24,5639632,0,0.022
2020-04-16,Nevada,32,3321,142,2976149,0.001,0.043
2020-04-16,New Hampshire,33,1211,34,6137428,0,0.028
2020-04-16,New Jersey,34,75317,3518,1068778,0.07,0.047
2020-04-16,New Mexico,35,1597,44,1934408,0.001,0.028
2020-04-16,New York,36,225761,15669,3080156,0.073,0.069
2020-04-16,North Carolina,37,5463,140,1359711,0.004,0.026
2020-04-16,North Dakota,38,393,9,8882190,0,0.023
2020-04-16,Northern Mariana Islands,69,13,2,NA,NA,0.154
2020-04-16,Ohio,39,8414,389,2096829,0.004,0.046
2020-04-16,Oklahoma,40,2357,131,19453561,0,0.056
2020-04-16,Oregon,41,1736,64,10488084,0,0.037
2020-04-16,Pennsylvania,42,28314,940,762062,0.037,0.033
2020-04-16,Puerto Rico,72,1043,56,NA,NA,0.054
2020-04-16,Rhode Island,44,3838,105,11689100,0,0.027
2020-04-16,South Carolina,45,3931,109,3956971,0.001,0.028
2020-04-16,South Dakota,46,1311,7,4217737,0,0.005
2020-04-16,Tennessee,47,6077,142,12801989,0,0.023
2020-04-16,Texas,48,16928,428,1059361,0.016,0.025
2020-04-16,Utah,49,2687,21,5148714,0.001,0.008
2020-04-16,Vermont,50,768,34,884659,0.001,0.044
2020-04-16,Virgin Islands,78,51,1,NA,NA,0.02
2020-04-16,Virginia,51,6891,208,6829174,0.001,0.03
2020-04-16,Washington,53,11180,588,28995881,0,0.053
2020-04-16,West Virginia,54,739,13,3205958,0,0.018
2020-04-16,Wisconsin,55,3875,197,623989,0.006,0.051
2020-04-16,Wyoming,56,393,2,8535519,0,0.005
2020-04-17,Alabama,01,4572,151,55982803,0,0.033
2020-04-17,Alaska,02,307,7,68329004,0,0.023
2020-04-17,Arizona,04,4507,174,125580448,0,0.039
2020-04-17,Arkansas,05,1695,37,78347268,0,0.022
2020-04-17,California,06,29398,1050,4903185,0.006,0.036
2020-04-17,Colorado,08,9047,389,731545,0.012,0.043
2020-04-17,Connecticut,09,16809,1036,7278717,0.002,0.062
2020-04-17,Delaware,10,2323,61,3017804,0.001,0.026
2020-04-17,District of Columbia,11,2476,86,39512223,0,0.035
2020-04-17,Florida,12,24745,725,5758736,0.004,0.029
2020-04-17,Georgia,13,16658,661,3565287,0.005,0.04
2020-04-17,Guam,66,796,6,NA,NA,0.008
2020-04-17,Hawaii,15,547,9,973764,0.001,0.016
2020-04-17,Idaho,16,1655,43,705749,0.002,0.026
2020-04-17,Illinois,17,27575,1142,21477737,0.001,0.041
2020-04-17,Indiana,18,10235,599,10617423,0.001,0.059
2020-04-17,Iowa,19,2332,64,1415872,0.002,0.027
2020-04-17,Kansas,20,1732,84,1787065,0.001,0.048
2020-04-17,Kentucky,21,2522,140,12671821,0,0.056
2020-04-17,Louisiana,22,23118,1213,6732219,0.003,0.052
2020-04-17,Maine,23,827,29,3155070,0,0.035
2020-04-17,Maryland,24,11641,494,2913314,0.004,0.042
2020-04-17,Massachusetts,25,34402,1404,4467673,0.008,0.041
2020-04-17,Michigan,26,29954,2227,4648794,0.006,0.074
2020-04-17,Minnesota,27,2071,111,1344212,0.002,0.054
2020-04-17,Mississippi,28,3793,140,6045680,0.001,0.037
2020-04-17,Missouri,29,5283,184,6892503,0.001,0.035
2020-04-17,Montana,30,422,8,9986857,0,0.019
2020-04-17,Nebraska,31,1216,24,5639632,0,0.02
2020-04-17,Nevada,32,3524,151,2976149,0.001,0.043
2020-04-17,New Hampshire,33,1287,37,6137428,0,0.029
2020-04-17,New Jersey,34,78467,3840,1068778,0.073,0.049
2020-04-17,New Mexico,35,1711,51,1934408,0.001,0.03
2020-04-17,New York,36,233293,16473,3080156,0.076,0.071
2020-04-17,North Carolina,37,5859,159,1359711,0.004,0.027
2020-04-17,North Dakota,38,439,9,8882190,0,0.021
2020-04-17,Northern Mariana Islands,69,14,2,NA,NA,0.143
2020-04-17,Ohio,39,9107,418,2096829,0.004,0.046
2020-04-17,Oklahoma,40,2465,136,19453561,0,0.055
2020-04-17,Oregon,41,1785,70,10488084,0,0.039
2020-04-17,Pennsylvania,42,30121,1027,762062,0.04,0.034
2020-04-17,Puerto Rico,72,1068,58,NA,NA,0.054
2020-04-17,Rhode Island,44,4177,118,11689100,0,0.028
2020-04-17,South Carolina,45,4086,116,3956971,0.001,0.028
2020-04-17,South Dakota,46,1411,7,4217737,0,0.005
2020-04-17,Tennessee,47,6423,146,12801989,0.001,0.023
2020-04-17,Texas,48,18131,461,1059361,0.017,0.025
2020-04-17,Utah,49,2813,23,5148714,0.001,0.008
2020-04-17,Vermont,50,779,34,884659,0.001,0.044
2020-04-17,Virgin Islands,78,51,2,NA,NA,0.039
2020-04-17,Virginia,51,7492,238,6829174,0.001,0.032
2020-04-17,Washington,53,11479,610,28995881,0,0.053
2020-04-17,West Virginia,54,776,16,3205958,0,0.021
2020-04-17,Wisconsin,55,4045,205,623989,0.006,0.051
2020-04-17,Wyoming,56,401,2,8535519,0,0.005
2020-04-18,Alabama,01,4723,147,55982803,0,0.031
2020-04-18,Alaska,02,312,7,68329004,0,0.022
2020-04-18,Arizona,04,4719,181,125580448,0,0.038
2020-04-18,Arkansas,05,1777,38,78347268,0,0.021
2020-04-18,California,06,30829,1146,4903185,0.006,0.037
2020-04-18,Colorado,08,9433,409,731545,0.013,0.043
2020-04-18,Connecticut,09,17550,1086,7278717,0.002,0.062
2020-04-18,Delaware,10,2538,67,3017804,0.001,0.026
2020-04-18,District of Columbia,11,2666,91,39512223,0,0.034
2020-04-18,Florida,12,25484,747,5758736,0.004,0.029
2020-04-18,Georgia,13,17014,670,3565287,0.005,0.039
2020-04-18,Guam,66,805,6,NA,NA,0.007
2020-04-18,Hawaii,15,568,9,973764,0.001,0.016
2020-04-18,Idaho,16,1668,44,705749,0.002,0.026
2020-04-18,Illinois,17,29160,1272,21477737,0.001,0.044
2020-04-18,Indiana,18,10730,633,10617423,0.001,0.059
2020-04-18,Iowa,19,2513,74,1415872,0.002,0.029
2020-04-18,Kansas,20,1820,86,1787065,0.001,0.047
2020-04-18,Kentucky,21,2707,145,12671821,0,0.054
2020-04-18,Louisiana,22,23580,1267,6732219,0.004,0.054
2020-04-18,Maine,23,847,32,3155070,0,0.038
2020-04-18,Maryland,24,12379,534,2913314,0.004,0.043
2020-04-18,Massachusetts,25,36372,1560,4467673,0.008,0.043
2020-04-18,Michigan,26,30718,2307,4648794,0.007,0.075
2020-04-18,Minnesota,27,2213,121,1344212,0.002,0.055
2020-04-18,Mississippi,28,3974,152,6045680,0.001,0.038
2020-04-18,Missouri,29,5517,194,6892503,0.001,0.035
2020-04-18,Montana,30,426,10,9986857,0,0.023
2020-04-18,Nebraska,31,1348,28,5639632,0,0.021
2020-04-18,Nevada,32,3626,155,2976149,0.001,0.043
2020-04-18,New Hampshire,33,1342,38,6137428,0,0.028
2020-04-18,New Jersey,34,81420,4070,1068778,0.076,0.05
2020-04-18,New Mexico,35,1798,53,1934408,0.001,0.029
2020-04-18,New York,36,240542,17141,3080156,0.078,0.071
2020-04-18,North Carolina,37,6140,175,1359711,0.005,0.029
2020-04-18,North Dakota,38,528,9,8882190,0,0.017
2020-04-18,Northern Mariana Islands,69,14,2,NA,NA,0.143
2020-04-18,Ohio,39,10222,451,2096829,0.005,0.044
2020-04-18,Oklahoma,40,2570,139,19453561,0,0.054
2020-04-18,Oregon,41,1844,72,10488084,0,0.039
2020-04-18,Pennsylvania,42,31742,1150,762062,0.042,0.036
2020-04-18,Puerto Rico,72,1118,60,NA,NA,0.054
2020-04-18,Rhode Island,44,4491,137,11689100,0,0.031
2020-04-18,South Carolina,45,4246,119,3956971,0.001,0.028
2020-04-18,South Dakota,46,1541,7,4217737,0,0.005
2020-04-18,Tennessee,47,6624,148,12801989,0.001,0.022
2020-04-18,Texas,48,18927,487,1059361,0.018,0.026
2020-04-18,Utah,49,2942,25,5148714,0.001,0.008
2020-04-18,Vermont,50,803,36,884659,0.001,0.045
2020-04-18,Virgin Islands,78,53,3,NA,NA,0.057
2020-04-18,Virginia,51,8053,258,6829174,0.001,0.032
2020-04-18,Washington,53,11850,629,28995881,0,0.053
2020-04-18,West Virginia,54,825,18,3205958,0,0.022
2020-04-18,Wisconsin,55,4199,212,623989,0.007,0.05
2020-04-18,Wyoming,56,412,2,8535519,0,0.005
2020-04-19,Alabama,01,4903,160,55982803,0,0.033
2020-04-19,Alaska,02,317,7,68329004,0,0.022
2020-04-19,Arizona,04,4929,188,125580448,0,0.038
2020-04-19,Arkansas,05,1781,39,78347268,0,0.022
2020-04-19,California,06,31544,1176,4903185,0.006,0.037
2020-04-19,Colorado,08,9730,421,731545,0.013,0.043
2020-04-19,Connecticut,09,17962,1127,7278717,0.002,0.063
2020-04-19,Delaware,10,2538,67,3017804,0.001,0.026
2020-04-19,District of Columbia,11,2793,96,39512223,0,0.034
2020-04-19,Florida,12,26306,773,5758736,0.005,0.029
2020-04-19,Georgia,13,17619,682,3565287,0.005,0.039
2020-04-19,Guam,66,808,6,NA,NA,0.007
2020-04-19,Hawaii,15,574,10,973764,0.001,0.017
2020-04-19,Idaho,16,1672,45,705749,0.002,0.027
2020-04-19,Illinois,17,30357,1302,21477737,0.001,0.043
2020-04-19,Indiana,18,11301,652,10617423,0.001,0.058
2020-04-19,Iowa,19,2915,75,1415872,0.002,0.026
2020-04-19,Kansas,20,1897,94,1787065,0.001,0.05
2020-04-19,Kentucky,21,2960,149,12671821,0,0.05
2020-04-19,Louisiana,22,23928,1296,6732219,0.004,0.054
2020-04-19,Maine,23,867,34,3155070,0,0.039
2020-04-19,Maryland,24,12892,548,2913314,0.004,0.043
2020-04-19,Massachusetts,25,38077,1706,4467673,0.009,0.045
2020-04-19,Michigan,26,31349,2389,4648794,0.007,0.076
2020-04-19,Minnesota,27,2356,134,1344212,0.002,0.057
2020-04-19,Mississippi,28,4274,159,6045680,0.001,0.037
2020-04-19,Missouri,29,5667,196,6892503,0.001,0.035
2020-04-19,Montana,30,433,10,9986857,0,0.023
2020-04-19,Nebraska,31,1473,28,5639632,0,0.019
2020-04-19,Nevada,32,3710,158,2976149,0.001,0.043
2020-04-19,New Hampshire,33,1392,41,6137428,0,0.029
2020-04-19,New Jersey,34,85301,4202,1068778,0.08,0.049
2020-04-19,New Mexico,35,1845,55,1934408,0.001,0.03
2020-04-19,New York,36,246741,17793,3080156,0.08,0.072
2020-04-19,North Carolina,37,6493,183,1359711,0.005,0.028
2020-04-19,North Dakota,38,585,10,8882190,0,0.017
2020-04-19,Northern Mariana Islands,69,14,2,NA,NA,0.143
2020-04-19,Ohio,39,11602,471,2096829,0.006,0.041
2020-04-19,Oklahoma,40,2599,140,19453561,0,0.054
2020-04-19,Oregon,41,1910,74,10488084,0,0.039
2020-04-19,Pennsylvania,42,32992,1285,762062,0.043,0.039
2020-04-19,Puerto Rico,72,1213,41,NA,NA,0.034
2020-04-19,Rhode Island,44,4706,150,11689100,0,0.032
2020-04-19,South Carolina,45,4377,120,3956971,0.001,0.027
2020-04-19,South Dakota,46,1635,7,4217737,0,0.004
2020-04-19,Tennessee,47,6824,151,12801989,0.001,0.022
2020-04-19,Texas,48,19441,503,1059361,0.018,0.026
2020-04-19,Utah,49,3071,27,5148714,0.001,0.009
2020-04-19,Vermont,50,812,36,884659,0.001,0.044
2020-04-19,Virgin Islands,78,53,3,NA,NA,0.057
2020-04-19,Virginia,51,8536,277,6829174,0.001,0.032
2020-04-19,Washington,53,11864,637,28995881,0,0.054
2020-04-19,West Virginia,54,890,20,3205958,0,0.022
2020-04-19,Wisconsin,55,4346,222,623989,0.007,0.051
2020-04-19,Wyoming,56,422,2,8535519,0,0.005
2020-04-20,Alabama,01,5078,164,55982803,0,0.032
2020-04-20,Alaska,02,319,7,68329004,0,0.022
2020-04-20,Arizona,04,5064,191,125580448,0,0.038
2020-04-20,Arkansas,05,1971,42,78347268,0,0.021
2020-04-20,California,06,33862,1223,4903185,0.007,0.036
2020-04-20,Colorado,08,10106,448,731545,0.014,0.044
2020-04-20,Connecticut,09,19815,1331,7278717,0.003,0.067
2020-04-20,Delaware,10,2745,72,3017804,0.001,0.026
2020-04-20,District of Columbia,11,2927,105,39512223,0,0.036
2020-04-20,Florida,12,27050,822,5758736,0.005,0.03
2020-04-20,Georgia,13,18447,767,3565287,0.005,0.042
2020-04-20,Guam,66,811,6,NA,NA,0.007
2020-04-20,Hawaii,15,578,10,973764,0.001,0.017
2020-04-20,Idaho,16,1736,48,705749,0.002,0.028
2020-04-20,Illinois,17,31508,1359,21477737,0.001,0.043
2020-04-20,Indiana,18,11784,666,10617423,0.001,0.057
2020-04-20,Iowa,19,3175,79,1415872,0.002,0.025
2020-04-20,Kansas,20,2030,101,1787065,0.001,0.05
2020-04-20,Kentucky,21,3050,155,12671821,0,0.051
2020-04-20,Louisiana,22,24523,1328,6732219,0.004,0.054
2020-04-20,Maine,23,875,35,3155070,0,0.04
2020-04-20,Maryland,24,13750,582,2913314,0.005,0.042
2020-04-20,Massachusetts,25,39643,1809,4467673,0.009,0.046
2020-04-20,Michigan,26,31929,2466,4648794,0.007,0.077
2020-04-20,Minnesota,27,2470,143,1344212,0.002,0.058
2020-04-20,Mississippi,28,4512,169,6045680,0.001,0.037
2020-04-20,Missouri,29,5807,201,6892503,0.001,0.035
2020-04-20,Montana,30,433,12,9986857,0,0.028
2020-04-20,Nebraska,31,1646,33,5639632,0,0.02
2020-04-20,Nevada,32,3830,163,2976149,0.001,0.043
2020-04-20,New Hampshire,33,1447,42,6137428,0,0.029
2020-04-20,New Jersey,34,88806,4377,1068778,0.083,0.049
2020-04-20,New Mexico,35,1971,58,1934408,0.001,0.029
2020-04-20,New York,36,251608,18412,3080156,0.082,0.073
2020-04-20,North Carolina,37,6764,187,1359711,0.005,0.028
2020-04-20,North Dakota,38,627,13,8882190,0,0.021
2020-04-20,Northern Mariana Islands,69,14,2,NA,NA,0.143
2020-04-20,Ohio,39,12919,509,2096829,0.006,0.039
2020-04-20,Oklahoma,40,2680,143,19453561,0,0.053
2020-04-20,Oregon,41,1956,75,10488084,0,0.038
2020-04-20,Pennsylvania,42,34005,1366,762062,0.045,0.04
2020-04-20,Puerto Rico,72,1252,42,NA,NA,0.034
2020-04-20,Rhode Island,44,5090,155,11689100,0,0.03
2020-04-20,South Carolina,45,4439,124,3956971,0.001,0.028
2020-04-20,South Dakota,46,1685,7,4217737,0,0.004
2020-04-20,Tennessee,47,6994,156,12801989,0.001,0.022
2020-04-20,Texas,48,20035,523,1059361,0.019,0.026
2020-04-20,Utah,49,3213,28,5148714,0.001,0.009
2020-04-20,Vermont,50,816,37,884659,0.001,0.045
2020-04-20,Virgin Islands,78,54,3,NA,NA,0.056
2020-04-20,Virginia,51,8989,300,6829174,0.001,0.033
2020-04-20,Washington,53,12255,661,28995881,0,0.054
2020-04-20,West Virginia,54,908,26,3205958,0,0.029
2020-04-20,Wisconsin,55,4499,231,623989,0.007,0.051
2020-04-20,Wyoming,56,426,2,8535519,0,0.005
2020-04-21,Alabama,01,5327,186,55982803,0,0.035
2020-04-21,Alaska,02,327,7,68329004,0,0.021
2020-04-21,Arizona,04,5251,213,125580448,0,0.041
2020-04-21,Arkansas,05,2262,43,78347268,0,0.019
2020-04-21,California,06,35844,1316,4903185,0.007,0.037
2020-04-21,Colorado,08,10447,484,731545,0.014,0.046
2020-04-21,Connecticut,09,20360,1423,7278717,0.003,0.07
2020-04-21,Delaware,10,2931,82,3017804,0.001,0.028
2020-04-21,District of Columbia,11,3098,112,39512223,0,0.036
2020-04-21,Florida,12,27861,866,5758736,0.005,0.031
2020-04-21,Georgia,13,19189,810,3565287,0.005,0.042
2020-04-21,Guam,66,852,6,NA,NA,0.007
2020-04-21,Hawaii,15,580,12,973764,0.001,0.021
2020-04-21,Idaho,16,1766,51,705749,0.003,0.029
2020-04-21,Illinois,17,33059,1479,21477737,0.002,0.045
2020-04-21,Indiana,18,12214,731,10617423,0.001,0.06
2020-04-21,Iowa,19,3641,83,1415872,0.003,0.023
2020-04-21,Kansas,20,2114,107,1787065,0.001,0.051
2020-04-21,Kentucky,21,3193,172,12671821,0,0.054
2020-04-21,Louisiana,22,24854,1405,6732219,0.004,0.057
2020-04-21,Maine,23,888,36,3155070,0,0.041
2020-04-21,Maryland,24,14261,652,2913314,0.005,0.046
2020-04-21,Massachusetts,25,41199,1961,4467673,0.009,0.048
2020-04-21,Michigan,26,32936,2698,4648794,0.007,0.082
2020-04-21,Minnesota,27,2567,160,1344212,0.002,0.062
2020-04-21,Mississippi,28,4716,183,6045680,0.001,0.039
2020-04-21,Missouri,29,5941,221,6892503,0.001,0.037
2020-04-21,Montana,30,437,12,9986857,0,0.027
2020-04-21,Nebraska,31,1726,38,5639632,0,0.022
2020-04-21,Nevada,32,3937,163,2976149,0.001,0.041
2020-04-21,New Hampshire,33,1491,42,6137428,0,0.028
2020-04-21,New Jersey,34,92387,4753,1068778,0.086,0.051
2020-04-21,New Mexico,35,2072,65,1934408,0.001,0.031
2020-04-21,New York,36,255932,19040,3080156,0.083,0.074
2020-04-21,North Carolina,37,6951,217,1359711,0.005,0.031
2020-04-21,North Dakota,38,644,13,8882190,0,0.02
2020-04-21,Northern Mariana Islands,69,14,2,NA,NA,0.143
2020-04-21,Ohio,39,13725,557,2096829,0.007,0.041
2020-04-21,Oklahoma,40,2807,164,19453561,0,0.058
2020-04-21,Oregon,41,2002,78,10488084,0,0.039
2020-04-21,Pennsylvania,42,35384,1620,762062,0.046,0.046
2020-04-21,Puerto Rico,72,915,43,NA,NA,0.047
2020-04-21,Rhode Island,44,5500,171,11689100,0,0.031
2020-04-21,South Carolina,45,4608,135,3956971,0.001,0.029
2020-04-21,South Dakota,46,1755,8,4217737,0,0.005
2020-04-21,Tennessee,47,7317,159,12801989,0.001,0.022
2020-04-21,Texas,48,20949,552,1059361,0.02,0.026
2020-04-21,Utah,49,3301,32,5148714,0.001,0.01
2020-04-21,Vermont,50,818,39,884659,0.001,0.048
2020-04-21,Virgin Islands,78,54,3,NA,NA,0.056
2020-04-21,Virginia,51,9629,325,6829174,0.001,0.034
2020-04-21,Washington,53,12410,683,28995881,0,0.055
2020-04-21,West Virginia,54,929,26,3205958,0,0.028
2020-04-21,Wisconsin,55,4620,243,623989,0.007,0.053
2020-04-21,Wyoming,56,442,6,8535519,0,0.014
2020-04-22,Alabama,01,5610,201,55982803,0,0.036
